league,season,team,player,nation,pos,age,born,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks
ITA-Serie A,2526,Pisa,M'Bala Nzola,ANG,FW,28.0,1996.0,11.7,,,,,,,7,,,,,,,,
ITA-Serie A,2526,Pisa,Malthe Hojholt,DEN,MF,24.0,2001.0,9.4,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Pisa,Marius Marin,ROU,MF,26.0,1998.0,14.2,,,,,,,18,,,,,,,,
ITA-Serie A,2526,Pisa,Mateus Lusuardi,BRA,DF,21.0,2004.0,2.2,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Pisa,Mattéo Tramoni,FRA,"MF,FW",25.0,2000.0,17.8,,,,,,,68,,,,,,,,
ITA-Serie A,2526,Pisa,Mehdi Léris,ALG,MF,27.0,1998.0,21.1,,,,,,,99,,,,,,,,
ITA-Serie A,2526,Pisa,Michel Aebischer,SUI,MF,28.0,1997.0,32.1,,,,,,,43,,,,,,,,
ITA-Serie A,2526,Pisa,Nícolas Andrade,BRA,GK,37.0,1988.0,6.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Pisa,Rafiu Durosinmi,NGA,FW,22.0,2003.0,4.8,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Pisa,Raúl Albiol,ESP,DF,39.0,1985.0,5.6,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Pisa,Rosen Bozhinov,BUL,DF,20.0,2005.0,6.8,,,,,,,3,,,,,,,,
ITA-Serie A,2526,Pisa,Samuel Iling-Junior,ENG,MF,21.0,2003.0,1.2,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Pisa,Samuele Angori,ITA,MF,21.0,2003.0,28.9,,,,,,,165,,,,,,,,
ITA-Serie A,2526,Pisa,Simone Canestrelli,ITA,DF,24.0,2000.0,35.6,,,,,,,12,,,,,,,,
ITA-Serie A,2526,Pisa,Simone Scuffet,ITA,GK,29.0,1996.0,7.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Pisa,Stefano Moreo,ITA,"FW,MF",32.0,1993.0,25.6,,,,,,,28,,,,,,,,
ITA-Serie A,2526,Pisa,Tomás Esteves,POR,"DF,MF",23.0,2002.0,0.2,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Pisa,İsak Vural,TUR,MF,19.0,2006.0,8.4,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Roma,Alessandro Romano,SUI,MF,19.0,2006.0,0.1,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Roma,Angeliño,ESP,MF,28.0,1997.0,4.6,,,,,,,18,,,,,,,,
ITA-Serie A,2526,Roma,Antonio Arena,ITA,FW,16.0,2009.0,0.3,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Roma,Artem Dovbyk,UKR,FW,28.0,1997.0,4.4,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Roma,Bryan Cristante,ITA,MF,30.0,1995.0,34.4,,,,,,,19,,,,,,,,
ITA-Serie A,2526,Roma,Bryan Zaragoza,ESP,MF,23.0,2001.0,1.5,,,,,,,9,,,,,,,,
ITA-Serie A,2526,Roma,Daniele Ghilardi,ITA,DF,22.0,2003.0,12.2,,,,,,,3,,,,,,,,
ITA-Serie A,2526,Roma,Devyne Rensch,NED,MF,22.0,2003.0,13.2,,,,,,,22,,,,,,,,
ITA-Serie A,2526,Roma,Donyell Malen,NED,FW,26.0,1999.0,16.3,,,,,,,6,,,,,,,,
ITA-Serie A,2526,Roma,Evan Ferguson,IRL,FW,20.0,2004.0,8.6,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Roma,Gianluca Mancini,ITA,DF,29.0,1996.0,34.0,,,,,,,29,,,,,,,,
ITA-Serie A,2526,Roma,Jan Ziółkowski,POL,DF,20.0,2005.0,5.7,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Roma,Kostas Tsimikas,GRE,MF,29.0,1996.0,7.2,,,,,,,43,,,,,,,,
ITA-Serie A,2526,Roma,Leon Bailey,JAM,FW,27.0,1997.0,2.1,,,,,,,14,,,,,,,,
ITA-Serie A,2526,Roma,Lorenzo Pellegrini,ITA,MF,29.0,1996.0,16.3,,,,,,,89,,,,,,,,
ITA-Serie A,2526,Roma,Lorenzo Venturino,ITA,MF,19.0,2006.0,2.3,,,,,,,28,,,,,,,,
ITA-Serie A,2526,Roma,Manu Koné,FRA,MF,24.0,2001.0,27.3,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Roma,Mario Hermoso,ESP,DF,30.0,1995.0,23.2,,,,,,,10,,,,,,,,
ITA-Serie A,2526,Roma,Matìas Soulé,ARG,"MF,FW",22.0,2003.0,23.8,,,,,,,70,,,,,,,,
ITA-Serie A,2526,Roma,Mile Svilar,SRB,GK,25.0,1999.0,38.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Roma,Neil El Aynaoui,MAR,MF,24.0,2001.0,11.1,,,,,,,17,,,,,,,,
ITA-Serie A,2526,Roma,Niccolò Pisilli,ITA,MF,20.0,2004.0,14.4,,,,,,,15,,,,,,,,
ITA-Serie A,2526,Roma,Obite N'Dicka,CIV,DF,25.0,1999.0,29.8,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Roma,Paulo Dybala,ARG,"MF,FW",31.0,1993.0,15.0,,,,,,,98,,,,,,,,
ITA-Serie A,2526,Roma,Robinio Vaz,FRA,FW,18.0,2007.0,2.4,,,,,,,3,,,,,,,,
ITA-Serie A,2526,Roma,Stephan El Shaarawy,ITA,"MF,FW",32.0,1992.0,7.4,,,,,,,16,,,,,,,,
ITA-Serie A,2526,Roma,Tommaso Baldanzi,ITA,"FW,MF",22.0,2003.0,4.3,,,,,,,9,,,,,,,,
ITA-Serie A,2526,Roma,Wesley,BRA,MF,21.0,2003.0,27.2,,,,,,,95,,,,,,,,
ITA-Serie A,2526,Roma,Zeki Çelik,TUR,"MF,DF",28.0,1997.0,30.3,,,,,,,75,,,,,,,,
ITA-Serie A,2526,Sassuolo,Alieu Fadera,GAM,FW,23.0,2001.0,11.0,,,,,,,24,,,,,,,,
ITA-Serie A,2526,Sassuolo,Andrea Ghion,ITA,MF,25.0,2000.0,0.1,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Sassuolo,Andrea Pinamonti,ITA,FW,26.0,1999.0,28.4,,,,,,,9,,,,,,,,
ITA-Serie A,2526,Sassuolo,Arijanet Muric,KVX,GK,26.0,1998.0,32.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Armand Lauriente,FRA,FW,26.0,1998.0,28.8,,,,,,,109,,,,,,,,
ITA-Serie A,2526,Sassuolo,Aster Vranckx,BEL,MF,22.0,2002.0,7.7,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Sassuolo,Cas Odenthal,NED,DF,24.0,2000.0,0.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Christian Frangella,ITA,MF,18.0,2006.0,0.0,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Sassuolo,Cristian Volpato,AUS,FW,21.0,2003.0,11.8,,,,,,,49,,,,,,,,
ITA-Serie A,2526,Sassuolo,Daniel Boloca,ROU,MF,26.0,1998.0,1.5,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Sassuolo,Darryl Bakola,FRA,MF,17.0,2007.0,1.4,,,,,,,3,,,,,,,,
ITA-Serie A,2526,Sassuolo,Domenico Berardi,ITA,FW,30.0,1994.0,21.8,,,,,,,58,,,,,,,,
ITA-Serie A,2526,Sassuolo,Edoardo Iannoni,ITA,MF,24.0,2001.0,2.9,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Sassuolo,Fali Candé,GNB,DF,27.0,1998.0,5.7,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Sassuolo,Filippo Romagna,ITA,DF,28.0,1997.0,3.5,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Sassuolo,Gioele Zacchi,ITA,GK,22.0,2003.0,0.1,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Ismaël Koné,CAN,MF,23.0,2002.0,30.4,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Sassuolo,Jay Idzes,IDN,DF,25.0,2000.0,34.0,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Sassuolo,Josh Doig,SCO,DF,23.0,2002.0,21.3,,,,,,,39,,,,,,,,
ITA-Serie A,2526,Sassuolo,Kristian Thorstvedt,NOR,MF,26.0,1999.0,27.3,,,,,,,13,,,,,,,,
ITA-Serie A,2526,Sassuolo,Laurs Skjellerup,DEN,FW,22.0,2002.0,0.1,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Luca Lipani,ITA,MF,20.0,2005.0,11.5,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Sassuolo,Luca Moro,ITA,FW,24.0,2001.0,2.3,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,M'Bala Nzola,ANG,FW,28.0,1996.0,5.3,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Nemanja Matić,SRB,MF,36.0,1988.0,29.6,,,,,,,11,,,,,,,,
ITA-Serie A,2526,Sassuolo,Nicholas Pierini,ITA,"FW,MF",26.0,1998.0,1.6,,,,,,,9,,,,,,,,
ITA-Serie A,2526,Sassuolo,Pedro Felipe,BRA,DF,21.0,2004.0,1.4,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Sebastian Walukiewicz,POL,DF,25.0,2000.0,31.7,,,,,,,45,,,,,,,,
ITA-Serie A,2526,Sassuolo,Stefano Turati,ITA,GK,23.0,2001.0,5.9,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Tarik Muharemovic,BIH,DF,22.0,2003.0,31.5,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Sassuolo,Tommaso Macchioni,ITA,DF,19.0,2006.0,1.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Sassuolo,Ulisses Garcia,SUI,DF,29.0,1996.0,10.5,,,,,,,34,,,,,,,,
ITA-Serie A,2526,Sassuolo,Walid Cheddira,MAR,FW,27.0,1998.0,2.5,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Sassuolo,Woyo Coulibaly,MLI,DF,26.0,1999.0,11.7,,,,,,,10,,,,,,,,
ITA-Serie A,2526,Torino,Adam Masina,MAR,DF,31.0,1994.0,2.6,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Torino,Adrien Tameze,CMR,DF,31.0,1994.0,12.4,,,,,,,14,,,,,,,,
ITA-Serie A,2526,Torino,Alberto Paleari,ITA,GK,32.0,1992.0,29.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Torino,Ali Dembélé,FRA,DF,21.0,2004.0,0.2,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Torino,Alieu Njie,SWE,"MF,FW",20.0,2005.0,3.3,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Torino,Ardian Ismajli,ALB,DF,28.0,1996.0,21.2,,,,,,,8,,,,,,,,
ITA-Serie A,2526,Torino,Cesare Casadei,ITA,MF,22.0,2003.0,22.2,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Torino,Ché Adams,SCO,FW,29.0,1996.0,21.0,,,,,,,14,,,,,,,,
ITA-Serie A,2526,Torino,Cristiano Biraghi,ITA,"MF,DF",32.0,1992.0,5.7,,,,,,,45,,,,,,,,
ITA-Serie A,2526,Torino,Cyril Ngonge,BEL,FW,25.0,2000.0,11.0,,,,,,,19,,,,,,,,
ITA-Serie A,2526,Torino,Duván Zapata,COL,FW,34.0,1991.0,12.3,,,,,,,8,,,,,,,,
ITA-Serie A,2526,Torino,Emirhan İlkhan,TUR,MF,21.0,2004.0,11.1,,,,,,,7,,,,,,,,
ITA-Serie A,2526,Torino,Enzo Ebosse,CMR,DF,26.0,1999.0,12.4,,,,,,,7,,,,,,,,
ITA-Serie A,2526,Torino,Faustino Anjorin,ENG,MF,23.0,2001.0,3.2,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Torino,Franco Israel,URU,GK,25.0,2000.0,9.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Torino,Giovanni Simeone,ARG,FW,30.0,1995.0,24.8,,,,,,,9,,,,,,,,
ITA-Serie A,2526,Torino,Guillermo Maripán,CHI,DF,31.0,1994.0,23.8,,,,,,,3,,,,,,,,
ITA-Serie A,2526,Torino,Gvidas Gineitis,LTU,MF,21.0,2004.0,19.5,,,,,,,64,,,,,,,,
ITA-Serie A,2526,Torino,Ivan Ilić,SRB,MF,24.0,2001.0,4.6,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Torino,Kristjan Asllani,ALB,MF,23.0,2002.0,12.5,,,,,,,52,,,,,,,,
ITA-Serie A,2526,Torino,Luca Marianucci,ITA,DF,21.0,2004.0,6.4,,,,,,,7,,,,,,,,
ITA-Serie A,2526,Torino,Marcus Pedersen,NOR,"MF,DF",25.0,2000.0,23.7,,,,,,,110,,,,,,,,
ITA-Serie A,2526,Torino,Matteo Prati,ITA,MF,21.0,2003.0,6.8,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Torino,Niels Nkounkou,FRA,"MF,DF",24.0,2000.0,3.9,,,,,,,20,,,,,,,,
ITA-Serie A,2526,Torino,Nikola Vlašić,CRO,"MF,FW",27.0,1997.0,33.8,,,,,,,48,,,,,,,,
ITA-Serie A,2526,Torino,Rafel Obrador,ESP,MF,21.0,2004.0,12.4,,,,,,,58,,,,,,,,
ITA-Serie A,2526,Torino,Sandro Kulenović,CRO,FW,25.0,1999.0,3.3,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Torino,Saúl Coco,EQG,DF,26.0,1999.0,34.3,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Torino,Valentino Lazaro,AUT,MF,29.0,1996.0,25.0,,,,,,,135,,,,,,,,
ITA-Serie A,2526,Torino,Zakaria Aboukhlal,MAR,MF,25.0,2000.0,5.7,,,,,,,18,,,,,,,,
ITA-Serie A,2526,Udinese,Abdoulaye Camara,FRA,MF,16.0,2008.0,0.1,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Udinese,Adam Buksa,POL,FW,29.0,1996.0,10.2,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Udinese,Alessandro Zanoli,ITA,MF,24.0,2000.0,14.2,,,,,,,40,,,,,,,,
ITA-Serie A,2526,Udinese,Arthur Atta,FRA,MF,22.0,2003.0,28.4,,,,,,,56,,,,,,,,
ITA-Serie A,2526,Udinese,Branimir Mlacic,CRO,DF,18.0,2007.0,1.8,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Udinese,Christian Kabasele,BEL,DF,34.0,1991.0,25.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Udinese,Daniele Padelli,ITA,GK,39.0,1985.0,2.0,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Udinese,Hassane Kamara,CIV,"MF,DF",31.0,1994.0,20.7,,,,,,,81,,,,,,,,
ITA-Serie A,2526,Udinese,Idrissa Guèye,SEN,FW,18.0,2006.0,4.7,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Udinese,Iker Bravo,ESP,FW,20.0,2005.0,2.3,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Udinese,Jakub Piotrowski,POL,MF,27.0,1997.0,18.8,,,,,,,25,,,,,,,,
ITA-Serie A,2526,Udinese,Jesper Karlström,SWE,MF,30.0,1995.0,35.0,,,,,,,15,,,,,,,,
ITA-Serie A,2526,Udinese,Jordan Zemura,ZIM,"MF,DF",25.0,1999.0,12.5,,,,,,,35,,,,,,,,
ITA-Serie A,2526,Udinese,Juan Arizala,COL,MF,19.0,2005.0,2.1,,,,,,,6,,,,,,,,
ITA-Serie A,2526,Udinese,Jurgen Ekkelenkamp,NED,MF,25.0,2000.0,24.3,,,,,,,32,,,,,,,,
ITA-Serie A,2526,Udinese,Keinan Davis,ENG,FW,27.0,1998.0,22.9,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Udinese,Kingsley Ehizibue,NED,"MF,DF",30.0,1995.0,20.1,,,,,,,32,,,,,,,,
ITA-Serie A,2526,Udinese,Lennon Miller,SCO,MF,18.0,2006.0,11.1,,,,,,,32,,,,,,,,
ITA-Serie A,2526,Udinese,Maduka Okoye,NGA,GK,25.0,1999.0,29.1,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Udinese,Matteo Palma,GER,DF,17.0,2008.0,1.3,,,,,,,1,,,,,,,,
ITA-Serie A,2526,Udinese,Nicolò Bertola,ITA,"DF,MF",22.0,2003.0,19.6,,,,,,,8,,,,,,,,
ITA-Serie A,2526,Udinese,Nicolò Zaniolo,ITA,"FW,MF",26.0,1999.0,25.1,,,,,,,120,,,,,,,,
ITA-Serie A,2526,Udinese,Oier Zarraga,ESP,MF,26.0,1999.0,5.3,,,,,,,12,,,,,,,,
ITA-Serie A,2526,Udinese,Oumar Solet,FRA,DF,25.0,2000.0,32.9,,,,,,,20,,,,,,,,
ITA-Serie A,2526,Udinese,Razvan Sava,ROU,GK,23.0,2002.0,6.9,,,,,,,0,,,,,,,,
ITA-Serie A,2526,Udinese,Rui Modesto,ANG,MF,25.0,1999.0,1.3,,,,,,,5,,,,,,,,
ITA-Serie A,2526,Udinese,Saba Goglichidze,GEO,DF,21.0,2004.0,4.7,,,,,,,2,,,,,,,,
ITA-Serie A,2526,Udinese,Sandi Lovrić,SVN,MF,27.0,1998.0,1.8,,,,,,,16,,,,,,,,
ITA-Serie A,2526,Udinese,Thomas Kristensen,DEN,DF,23.0,2002.0,27.5,,,,,,,4,,,,,,,,
ITA-Serie A,2526,Udinese,Vakoun Bayo,CIV,FW,28.0,1997.0,5.0,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26.0,1998.0,23.4,,,,,,,21,,,,,,,,
GER-Bundesliga,2425,Augsburg,Arne Engels,BEL,FW,20.0,2003.0,0.9,,,,,,,4,,,,,,,,
GER-Bundesliga,2425,Augsburg,Arne Maier,GER,MF,25.0,1999.0,10.4,,,,,,,68,,,,,,,,
GER-Bundesliga,2425,Augsburg,Cedric Zesiger,SUI,DF,26.0,1998.0,13.6,,,,,,,12,,,,,,,,
GER-Bundesliga,2425,Augsburg,Chrislain Matsima,FRA,DF,22.0,2002.0,28.3,,,,,,,3,,,,,,,,
GER-Bundesliga,2425,Augsburg,Dimitris Giannoulis,GRE,MF,28.0,1995.0,29.4,,,,,,,120,,,,,,,,
GER-Bundesliga,2425,Augsburg,Elvis Rexhbeçaj,KVX,MF,26.0,1997.0,19.8,,,,,,,70,,,,,,,,
GER-Bundesliga,2425,Augsburg,Finn Dahmen,GER,GK,26.0,1998.0,19.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Augsburg,Frank Onyeka,NGA,MF,26.0,1998.0,28.7,,,,,,,20,,,,,,,,
GER-Bundesliga,2425,Augsburg,Fredrik Jensen,FIN,"MF,FW",26.0,1997.0,8.5,,,,,,,21,,,,,,,,
GER-Bundesliga,2425,Augsburg,Henri Koudossou,GER,MF,24.0,1999.0,8.3,,,,,,,24,,,,,,,,
GER-Bundesliga,2425,Augsburg,Jeffrey Gouweleeuw,NED,DF,33.0,1991.0,32.7,,,,,,,17,,,,,,,,
GER-Bundesliga,2425,Augsburg,Keven Schlotterbeck,GER,DF,27.0,1997.0,14.4,,,,,,,3,,,,,,,,
GER-Bundesliga,2425,Augsburg,Kristijan Jakić,CRO,MF,27.0,1997.0,25.6,,,,,,,14,,,,,,,,
GER-Bundesliga,2425,Augsburg,Mads Pedersen,DEN,DF,27.0,1996.0,2.6,,,,,,,5,,,,,,,,
GER-Bundesliga,2425,Augsburg,Marius Wolf,GER,MF,29.0,1995.0,23.8,,,,,,,113,,,,,,,,
GER-Bundesliga,2425,Augsburg,Maximilian Bauer,GER,DF,24.0,2000.0,7.3,,,,,,,4,,,,,,,,
GER-Bundesliga,2425,Augsburg,Mergim Berisha,GER,FW,26.0,1998.0,0.4,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Augsburg,Mert Kömür,GER,MF,19.0,2005.0,7.3,,,,,,,26,,,,,,,,
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,CRO,GK,24.0,1999.0,15.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,GER,MF,26.0,1998.0,0.4,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Augsburg,Noahkai Banks,USA,DF,17.0,2006.0,3.1,,,,,,,2,,,,,,,,
GER-Bundesliga,2425,Augsburg,Phillip Tietz,GER,FW,27.0,1997.0,18.7,,,,,,,2,,,,,,,,
GER-Bundesliga,2425,Augsburg,Robert Gumny,POL,MF,26.0,1998.0,3.0,,,,,,,4,,,,,,,,
GER-Bundesliga,2425,Augsburg,Ruben Vargas,SUI,MF,25.0,1998.0,3.4,,,,,,,14,,,,,,,,
GER-Bundesliga,2425,Augsburg,Samuel Essende,COD,FW,26.0,1998.0,18.2,,,,,,,5,,,,,,,,
GER-Bundesliga,2425,Augsburg,Steve Mounié,BEN,MF,29.0,1994.0,3.9,,,,,,,3,,,,,,,,
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,GER,MF,22.0,2002.0,1.3,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,GER,FW,20.0,2004.0,0.8,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,MAR,DF,18.0,2006.0,0.2,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,GER,MF,20.0,2004.0,16.1,,,,,,,5,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,CAN,DF,23.0,2000.0,17.3,,,,,,,19,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,GER,MF,18.0,2005.0,0.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,ISR,GK,24.0,2000.0,3.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,FRA,DF,25.0,1998.0,19.5,,,,,,,6,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Eric Dier,ENG,DF,30.0,1994.0,16.3,,,,,,,2,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,CRO,MF,20.0,2003.0,0.3,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Harry Kane,ENG,FW,31.0,1993.0,26.5,,,,,,,14,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,JPN,DF,25.0,1999.0,2.8,,,,,,,2,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,GER,MF,21.0,2003.0,20.0,,,,,,,8,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17.0,2007.0,0.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,GER,GK,20.0,2003.0,8.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,GER,MF,29.0,1995.0,31.6,,,,,,,177,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,CRO,DF,24.0,2000.0,9.7,,,,,,,11,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,João Palhinha,POR,MF,29.0,1995.0,7.5,,,,,,,2,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,KOR,DF,27.0,1996.0,25.4,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,FRA,MF,28.0,1996.0,14.2,,,,,,,47,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,AUT,DF,27.0,1997.0,18.9,,,,,,,21,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,GER,MF,29.0,1995.0,14.7,,,,,,,6,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Leroy Sané,GER,MF,28.0,1996.0,18.2,,,,,,,50,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Manuel Neuer,GER,GK,38.0,1986.0,22.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Mathys Tel,FRA,MF,19.0,2005.0,2.8,,,,,,,5,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Michael Olise,FRA,MF,22.0,2001.0,25.9,,,,,,,134,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30.0,1993.0,17.5,,,,,,,27,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Sacha Boey,FRA,DF,23.0,2000.0,6.6,,,,,,,12,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Serge Gnabry,GER,"MF,FW",29.0,1995.0,13.8,,,,,,,22,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Sven Ulreich,GER,GK,35.0,1988.0,1.0,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bayern Munich,Thomas Müller,GER,"MF,FW",34.0,1989.0,13.6,,,,,,,46,,,,,,,,
GER-Bundesliga,2425,Bochum,Aliou Badara Baldé,GUI,FW,21.0,2002.0,1.0,,,,,,,4,,,,,,,,
GER-Bundesliga,2425,Bochum,Anthony Losilla,FRA,MF,38.0,1986.0,12.6,,,,,,,4,,,,,,,,
GER-Bundesliga,2425,Bochum,Bernardo,BRA,DF,29.0,1995.0,19.8,,,,,,,15,,,,,,,,
GER-Bundesliga,2425,Bochum,Cristian Gamboa,CRC,MF,34.0,1989.0,2.5,,,,,,,6,,,,,,,,
GER-Bundesliga,2425,Bochum,Dani de Wit,NED,"MF,FW",26.0,1998.0,12.8,,,,,,,8,,,,,,,,
GER-Bundesliga,2425,Bochum,Erhan Mašović,SRB,"DF,MF",25.0,1998.0,10.1,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bochum,Felix Passlack,GER,"MF,DF",26.0,1998.0,25.9,,,,,,,111,,,,,,,,
GER-Bundesliga,2425,Bochum,Gerrit Holtmann,PHI,"MF,DF",29.0,1995.0,12.6,,,,,,,90,,,,,,,,
GER-Bundesliga,2425,Bochum,Giorgos Masouras,GRE,FW,30.0,1994.0,11.7,,,,,,,27,,,,,,,,
GER-Bundesliga,2425,Bochum,Ibrahima Sissoko,MLI,MF,26.0,1997.0,29.0,,,,,,,21,,,,,,,,
GER-Bundesliga,2425,Bochum,Ivan Ordets,UKR,DF,32.0,1992.0,20.7,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Bochum,Jakov Medić,CRO,DF,25.0,1998.0,17.8,,,,,,,1,,,,,,,,
GER-Bundesliga,2425,Bochum,Kacper Koscierski,GER,DF,17.0,2007.0,0.1,,,,,,,0,,,,,,,,
GER-Bundesliga,2425,Bochum,Koji Miyoshi,JPN,"MF,FW",27.0,1997.0,5.2,,,,,,,9,,,,,,,,
GER-Bundesliga,2425,Bochum,Lukas Daschner,GER,"FW,MF",25.0,1998.0,4.6,,,,,,,19,,,,,,,,
GER-Bundesliga,2425,Bochum,Mats Pannewig,GER,MF,19.0,2004.0,3.0,,,,,,,3,,,,,,,,
GER-Bundesliga,2425,Bochum,Matúš Bero,SVK,MF,28.0,1995.0,28.5,,,,,,,123,,,,,,,,
GER-Bundesliga,2425,Bochum,Maximilian Wittek,GER,"DF,MF",28.0,1995.0,30.1,,,,,,,166,,,,,,,,
