league,season,team,player,nation,pos,age,born,90s,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks
ENG-Premier League,2425,Everton,Beto,GNB,FW,26.0,1998.0,17.0,,,,,,,4,,,,,,,,
ENG-Premier League,2425,Everton,Carlos Alcaraz,ARG,MF,21.0,2002.0,8.5,,,,,,,11,,,,,,,,
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,27.0,1997.0,17.9,,,,,,,6,,,,,,,,
ENG-Premier League,2425,Everton,Dwight McNeil,ENG,MF,24.0,1999.0,15.2,,,,,,,104,,,,,,,,
ENG-Premier League,2425,Everton,Harrison Armstrong,ENG,MF,17.0,2007.0,0.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Everton,Idrissa Gueye,SEN,MF,34.0,1989.0,34.0,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Everton,Iliman Ndiaye,SEN,"MF,FW",24.0,2000.0,27.0,,,,,,,37,,,,,,,,
ENG-Premier League,2425,Everton,Jack Harrison,ENG,"MF,FW",27.0,1996.0,23.1,,,,,,,131,,,,,,,,
ENG-Premier League,2425,Everton,Jake O'Brien,IRL,DF,23.0,2001.0,17.5,,,,,,,18,,,,,,,,
ENG-Premier League,2425,Everton,James Garner,ENG,"MF,DF",23.0,2001.0,17.7,,,,,,,55,,,,,,,,
ENG-Premier League,2425,Everton,James Tarkowski,ENG,DF,31.0,1992.0,32.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22.0,2002.0,27.9,,,,,,,6,,,,,,,,
ENG-Premier League,2425,Everton,Jesper Lindstrøm,DEN,MF,24.0,2000.0,13.8,,,,,,,72,,,,,,,,
ENG-Premier League,2425,Everton,Jordan Pickford,ENG,GK,30.0,1994.0,38.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Everton,Mason Holgate,JAM,DF,27.0,1996.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Everton,Michael Keane,ENG,DF,31.0,1993.0,11.7,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Everton,Nathan Patterson,SCO,DF,22.0,2001.0,3.9,,,,,,,14,,,,,,,,
ENG-Premier League,2425,Everton,Orel Mangala,BEL,MF,26.0,1998.0,14.0,,,,,,,6,,,,,,,,
ENG-Premier League,2425,Everton,Roman Dixon,ENG,DF,19.0,2004.0,1.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Everton,Séamus Coleman,IRL,DF,35.0,1988.0,2.4,,,,,,,4,,,,,,,,
ENG-Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21.0,2003.0,6.4,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25.0,1999.0,34.2,,,,,,,100,,,,,,,,
ENG-Premier League,2425,Everton,Youssef Chermiti,POR,FW,20.0,2004.0,0.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Fulham,Adama Traoré,ESP,MF,28.0,1996.0,19.7,,,,,,,100,,,,,,,,
ENG-Premier League,2425,Fulham,Alex Iwobi,NGA,MF,28.0,1996.0,33.1,,,,,,,127,,,,,,,,
ENG-Premier League,2425,Fulham,Andreas Pereira,BRA,MF,28.0,1996.0,22.4,,,,,,,173,,,,,,,,
ENG-Premier League,2425,Fulham,Antonee Robinson,USA,"DF,MF",26.0,1997.0,35.2,,,,,,,172,,,,,,,,
ENG-Premier League,2425,Fulham,Bernd Leno,GER,GK,32.0,1992.0,38.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Fulham,Calvin Bassey,NGA,DF,24.0,1999.0,34.2,,,,,,,9,,,,,,,,
ENG-Premier League,2425,Fulham,Carlos Vinícius,BRA,FW,29.0,1995.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24.0,2000.0,22.7,,,,,,,16,,,,,,,,
ENG-Premier League,2425,Fulham,Harrison Reed,ENG,MF,29.0,1995.0,1.2,,,,,,,6,,,,,,,,
ENG-Premier League,2425,Fulham,Harry Wilson,WAL,"MF,FW",27.0,1997.0,12.9,,,,,,,41,,,,,,,,
ENG-Premier League,2425,Fulham,Issa Diop,MAR,DF,27.0,1997.0,14.9,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Fulham,Jay Stansfield,ENG,"FW,MF",21.0,2002.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28.0,1996.0,28.7,,,,,,,12,,,,,,,,
ENG-Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,24.0,1999.0,3.9,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Fulham,Joshua King,ENG,MF,17.0,2007.0,1.4,,,,,,,2,,,,,,,,
ENG-Premier League,2425,Fulham,Kenny Tete,NED,DF,28.0,1995.0,19.7,,,,,,,38,,,,,,,,
ENG-Premier League,2425,Fulham,Martial Godo,CIV,"FW,MF",21.0,2003.0,0.3,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33.0,1991.0,27.7,,,,,,,22,,,,,,,,
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,MF,24.0,1999.0,5.4,,,,,,,25,,,,,,,,
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23.0,2001.0,10.7,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"MF,DF",24.0,2000.0,6.4,,,,,,,15,,,,,,,,
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26.0,1998.0,24.7,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27.0,1996.0,26.0,,,,,,,63,,,,,,,,
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28.0,1995.0,18.3,,,,,,,38,,,,,,,,
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33.0,1991.0,7.0,,,,,,,20,,,,,,,,
ENG-Premier League,2425,Fulham,Willian,BRA,"MF,FW",35.0,1988.0,2.9,,,,,,,16,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,27.0,1996.0,13.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22.0,2002.0,1.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,25.0,1998.0,18.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26.0,1997.0,19.0,,,,,,,10,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,26.0,1998.0,1.8,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24.0,2000.0,15.0,,,,,,,37,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28.0,1995.0,17.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,MF,27.0,1997.0,2.6,,,,,,,4,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,28.0,1995.0,7.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27.0,1997.0,9.5,,,,,,,9,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31.0,1993.0,3.7,,,,,,,12,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25.0,1999.0,34.7,,,,,,,8,,,,,,,,
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26.0,1997.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25.0,1999.0,7.3,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23.0,2001.0,4.2,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23.0,2000.0,13.1,,,,,,,14,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26.0,1998.0,9.6,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23.0,2000.0,24.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,MF,22.0,2002.0,5.3,,,,,,,13,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24.0,1999.0,21.8,,,,,,,10,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Julio Enciso,PAR,MF,20.0,2004.0,9.7,,,,,,,20,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28.0,1995.0,13.7,,,,,,,20,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24.0,1999.0,30.5,,,,,,,157,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21.0,2003.0,28.8,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25.0,1998.0,13.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,"FW,MF",28.0,1996.0,0.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31.0,1992.0,2.2,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,MF,26.0,1998.0,7.8,,,,,,,9,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20.0,2003.0,28.7,,,,,,,81,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32.0,1991.0,30.6,,,,,,,15,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,MF,28.0,1995.0,11.0,,,,,,,14,,,,,,,,
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29.0,1994.0,10.3,,,,,,,45,,,,,,,,
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,"MF,FW",20.0,2004.0,6.4,,,,,,,29,,,,,,,,
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,MF,20.0,2004.0,24.2,,,,,,,89,,,,,,,,
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,"MF,FW",31.0,1993.0,8.3,,,,,,,15,,,,,,,,
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25.0,1999.0,24.1,,,,,,,10,,,,,,,,
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23.0,2001.0,12.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31.0,1993.0,19.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31.0,1993.0,1.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19.0,2004.0,16.9,,,,,,,43,,,,,,,,
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,MF,26.0,1997.0,1.5,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28.0,1996.0,17.1,,,,,,,33,,,,,,,,
ENG-Premier League,2425,Leicester City,Jake Evans,ENG,MF,15.0,2008.0,0.3,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23.0,2000.0,10.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26.0,1998.0,32.4,,,,,,,57,,,,,,,,
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37.0,1987.0,31.4,,,,,,,11,,,,,,,,
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31.0,1992.0,15.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Jeremy Monga,ENG,FW,15.0,2009.0,1.2,,,,,,,4,,,,,,,,
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32.0,1991.0,18.2,,,,,,,57,,,,,,,,
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22.0,2001.0,9.5,,,,,,,21,,,,,,,,
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23.0,2001.0,12.3,,,,,,,28,,,,,,,,
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24.0,2000.0,26.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18.0,2006.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26.0,1998.0,0.3,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23.0,2000.0,12.5,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"MF,FW",25.0,1998.0,8.2,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30.0,1993.0,4.3,,,,,,,4,,,,,,,,
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26.0,1998.0,17.9,,,,,,,70,,,,,,,,
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21.0,2002.0,27.6,,,,,,,96,,,,,,,,
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27.0,1996.0,25.8,,,,,,,30,,,,,,,,
ENG-Premier League,2425,Leicester City,Will Alves,ENG,MF,19.0,2005.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26.0,1998.0,31.3,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25.0,1999.0,1.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25.0,1998.0,28.9,,,,,,,86,,,,,,,,
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31.0,1992.0,27.9,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30.0,1994.0,27.6,,,,,,,145,,,,,,,,
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25.0,1998.0,10.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25.0,1999.0,21.5,,,,,,,73,,,,,,,,
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21.0,2003.0,8.4,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23.0,2001.0,19.0,,,,,,,8,,,,,,,,
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25.0,1999.0,12.6,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27.0,1996.0,13.3,,,,,,,8,,,,,,,,
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23.0,2000.0,27.7,,,,,,,40,,,,,,,,
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26.0,1997.0,1.2,,,,,,,2,,,,,,,,
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21.0,2003.0,4.1,,,,,,,12,,,,,,,,
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25.0,1999.0,28.4,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21.0,2003.0,5.5,,,,,,,2,,,,,,,,
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18.0,2006.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27.0,1997.0,5.8,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28.0,1996.0,9.3,,,,,,,64,,,,,,,,
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27.0,1997.0,26.7,,,,,,,32,,,,,,,,
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32.0,1992.0,37.5,,,,,,,79,,,,,,,,
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22.0,2002.0,35.1,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25.0,1998.0,26.3,,,,,,,154,,,,,,,,
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33.0,1991.0,37.0,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23.0,2001.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31.0,1993.0,3.0,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20.0,2004.0,5.6,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29.0,1994.0,29.7,,,,,,,60,,,,,,,,
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,MF,18.0,2006.0,0.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19.0,2004.0,0.3,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30.0,1993.0,25.8,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24.0,2000.0,30.4,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28.0,1995.0,8.0,,,,,,,20,,,,,,,,
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18.0,2005.0,1.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21.0,2002.0,3.9,,,,,,,8,,,,,,,,
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22.0,2002.0,16.8,,,,,,,59,,,,,,,,
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30.0,1994.0,6.1,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22.0,2002.0,36.4,,,,,,,22,,,,,,,,
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33.0,1991.0,18.9,,,,,,,144,,,,,,,,
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34.0,1990.0,10.8,,,,,,,14,,,,,,,,
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29.0,1995.0,22.4,,,,,,,11,,,,,,,,
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30.0,1994.0,24.4,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25.0,1998.0,18.6,,,,,,,45,,,,,,,,
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29.0,1995.0,7.5,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester City,Nico O'Reilly,ENG,DF,19.0,2005.0,5.9,,,,,,,8,,,,,,,,
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22.0,2002.0,8.4,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25.0,1999.0,13.1,,,,,,,29,,,,,,,,
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21.0,2003.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24.0,2000.0,19.7,,,,,,,81,,,,,,,,
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19.0,2004.0,21.0,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28.0,1996.0,0.8,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27.0,1997.0,25.2,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31.0,1992.0,12.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,Sávio,BRA,"MF,FW",20.0,2004.0,19.6,,,,,,,84,,,,,,,,
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18.0,2006.0,0.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33.0,1990.0,24.7,,,,,,,62,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20.0,2004.0,24.4,,,,,,,55,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26.0,1998.0,4.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22.0,2002.0,21.1,,,,,,,43,,,,,,,,
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28.0,1996.0,34.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"FW,MF",24.0,2000.0,1.6,,,,,,,5,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17.0,2006.0,1.9,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29.0,1994.0,33.5,,,,,,,185,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32.0,1992.0,16.6,,,,,,,20,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16.0,2007.0,1.8,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32.0,1992.0,11.8,,,,,,,84,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25.0,1999.0,31.3,,,,,,,64,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17.0,2007.0,3.8,,,,,,,9,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31.0,1993.0,19.5,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36.0,1988.0,3.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23.0,2001.0,15.6,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19.0,2005.0,18.3,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18.0,2005.0,12.9,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26.0,1998.0,19.5,,,,,,,9,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29.0,1995.0,3.9,,,,,,,10,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23.0,2001.0,19.8,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,MF,26.0,1997.0,10.9,,,,,,,27,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25.0,1999.0,6.9,,,,,,,13,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24.0,1999.0,23.6,,,,,,,6,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26.0,1997.0,31.5,,,,,,,23,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19.0,2004.0,9.4,,,,,,,37,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21.0,2003.0,22.3,,,,,,,7,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27.0,1996.0,0.2,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20.0,2004.0,2.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19.0,2005.0,1.8,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24.0,1999.0,1.1,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30.0,1994.0,7.8,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Newcastle,Alexander Isak,SWE,FW,24.0,1999.0,30.6,,,,,,,16,,,,,,,,
ENG-Premier League,2425,Newcastle,Anthony Gordon,ENG,"FW,MF",23.0,2001.0,27.0,,,,,,,130,,,,,,,,
ENG-Premier League,2425,Newcastle,Bruno Guimarães,BRA,MF,26.0,1997.0,36.3,,,,,,,29,,,,,,,,
ENG-Premier League,2425,Newcastle,Callum Wilson,ENG,FW,32.0,1992.0,4.1,,,,,,,2,,,,,,,,
ENG-Premier League,2425,Newcastle,Dan Burn,ENG,DF,32.0,1992.0,37.0,,,,,,,3,,,,,,,,
ENG-Premier League,2425,Newcastle,Emil Krafth,SWE,DF,29.0,1994.0,3.8,,,,,,,2,,,,,,,,
ENG-Premier League,2425,Newcastle,Fabian Schär,SUI,DF,32.0,1991.0,32.6,,,,,,,12,,,,,,,,
ENG-Premier League,2425,Newcastle,Harvey Barnes,ENG,"FW,MF",26.0,1997.0,19.5,,,,,,,47,,,,,,,,
ENG-Premier League,2425,Newcastle,Jacob Murphy,ENG,"FW,MF",29.0,1995.0,26.2,,,,,,,119,,,,,,,,
ENG-Premier League,2425,Newcastle,Joe Willock,ENG,MF,24.0,1999.0,12.1,,,,,,,17,,,,,,,,
ENG-Premier League,2425,Newcastle,Joelinton,BRA,"MF,FW",27.0,1996.0,26.6,,,,,,,16,,,,,,,,
ENG-Premier League,2425,Newcastle,Kieran Trippier,ENG,DF,33.0,1990.0,14.5,,,,,,,83,,,,,,,,
ENG-Premier League,2425,Newcastle,Lewis Hall,ENG,DF,19.0,2004.0,24.3,,,,,,,110,,,,,,,,
ENG-Premier League,2425,Newcastle,Lewis Miley,ENG,MF,18.0,2006.0,3.5,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Newcastle,Lloyd Kelly,ENG,DF,25.0,1998.0,3.4,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Newcastle,Martin Dúbravka,SVK,GK,35.0,1989.0,10.0,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Newcastle,Matt Targett,ENG,"DF,MF",28.0,1995.0,0.2,,,,,,,1,,,,,,,,
ENG-Premier League,2425,Newcastle,Miguel Almirón,PAR,FW,30.0,1994.0,1.7,,,,,,,0,,,,,,,,
ENG-Premier League,2425,Newcastle,Nick Pope,ENG,GK,32.0,1992.0,28.0,,,,,,,0,,,,,,,,
