league,season,game,team,player,league_id,season_id,game_id,team_id,player_id,position,position_id,minutes,goals,own_goals,shots,xg,xg_chain,xg_buildup,assists,xa,key_passes,yellow_cards,red_cards
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Lamine Yamal,4,2025,29373,148,11527,FWR,14,90,1,0,5,0.8406276702880859,4.440047264099121,2.6483864784240723,0,1.2134997844696045,8,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Marc Bernal,4,2025,29373,148,12820,Sub,17,25,0,0,1,0.030509740114212036,0.19921962916851044,0.19921962916851044,0,0.11315073817968369,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Marc Casadó,4,2025,29373,148,11151,Sub,17,2,0,0,1,0.11315073817968369,0.11315073817968369,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Marcus Rashford,4,2025,29373,148,556,Sub,17,41,1,0,3,1.3475161790847778,1.4412729740142822,0.09375686198472977,0,0.036952484399080276,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Pau Cubarsí,4,2025,29373,148,12005,DC,3,90,0,0,0,0.0,1.5340925455093384,1.5340925455093384,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Raphinha,4,2025,29373,148,8026,FWL,16,49,0,0,2,0.044927529990673065,1.203559160232544,0.6590895056724548,0,0.4995421767234802,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Robert Lewandowski,4,2025,29373,148,227,Sub,17,25,0,0,2,0.22196979820728302,0.5960343480110168,0.38235774636268616,0,0.17057815194129944,2,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Ronald Araújo,4,2025,29373,148,8091,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Barcelona,Álex Balde,4,2025,29373,148,9805,DL,4,90,0,0,0,0.0,1.7023404836654663,1.0421538352966309,0,0.7675815224647522,3,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Adam El Mokhtari,4,2025,29373,207,14013,Sub,17,27,0,0,2,0.12898923456668854,0.15632247924804688,0.08710715174674988,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Adrià Pedrosa,4,2025,29373,207,7174,MR,8,90,0,0,0,0.0,0.0,0.0,0,0.05977391079068184,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Alvaro Rodríguez,4,2025,29373,207,11186,FW,15,78,1,0,4,0.37802332639694214,0.42896321415901184,0.05093989148736,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,André Silva,4,2025,29373,207,6170,FW,15,63,0,0,0,0.0,0.16104423999786377,0.12653647363185883,0,0.034507762640714645,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,David Affengruber,4,2025,29373,207,13837,DC,3,77,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Federico Redondo,4,2025,29373,207,13841,Sub,17,31,0,0,0,0.0,0.069215327501297,0.069215327501297,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,German Valera,4,2025,29373,207,8230,ML,10,90,0,0,1,0.016432128846645355,0.6921188831329346,0.47152093052864075,1,0.20416581630706787,2,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Grady Diangana,4,2025,29373,207,6651,AMC,12,63,0,0,0,0.0,0.08675036579370499,0.08675036579370499,0,0.08675036579370499,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Iñaki Peña,4,2025,29373,207,7287,GK,1,90,0,0,0,0.0,0.375108927488327,0.375108927488327,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,John Donald,4,2025,29373,207,9199,DC,3,90,0,0,0,0.0,0.11010434478521347,0.11010434478521347,0,0.0,0,1,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Leo Petrot,4,2025,29373,207,7574,Sub,17,13,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Lucas Cepeda,4,2025,29373,207,14400,Sub,17,12,0,0,1,0.2810474634170532,0.2810474634170532,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Marc Aguado,4,2025,29373,207,13839,MC,9,59,0,0,0,0.0,0.08675036579370499,0.08675036579370499,0,0.0,0,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Martim Neto,4,2025,29373,207,13840,Sub,17,27,0,0,0,0.0,0.069215327501297,0.0,0,0.069215327501297,1,0,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Rodrigo Mendoza,4,2025,29373,207,11216,MC,9,90,0,0,1,0.034507762640714645,0.4788320064544678,0.1632767915725708,0,0.2810474634170532,1,1,0
ESP-La Liga,2526,2026-01-31 Elche-Barcelona,Elche,Victor Chust,4,2025,29373,207,8972,DC,3,90,0,0,0,0.0,0.2974795997142792,0.2974795997142792,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Dani Olmo,4,2025,29381,148,8292,MC,9,70,0,0,3,0.07945400476455688,0.6242973804473877,0.01911589875817299,2,0.6202981472015381,4,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Eric Garcia,4,2025,29381,148,8045,DC,3,90,0,0,0,0.0,0.16790346801280975,0.10879974812269211,0,0.07821962237358093,2,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Fermín López,4,2025,29381,148,11822,MC,9,87,0,0,1,0.09722765535116196,0.5486632585525513,0.1253954917192459,1,0.35121265053749084,2,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Ferrán Torres,4,2025,29381,148,6441,Sub,17,20,0,0,0,0.0,0.3739352822303772,0.3739352822303772,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Joan García,4,2025,29381,148,9773,GK,1,90,0,0,0,0.0,0.3869447112083435,0.3869447112083435,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,João Cancelo,4,2025,29381,148,2379,Sub,17,9,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Jules Koundé,4,2025,29381,148,6433,DR,2,90,0,0,2,0.09593616425991058,0.6042997241020203,0.5774050354957581,0,0.7675707340240479,2,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Lamine Yamal,4,2025,29381,148,11527,FWR,14,81,1,0,4,0.8162685632705688,0.24173904955387115,0.096616230905056,0,0.09722765535116196,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Marc Bernal,4,2025,29381,148,12820,Sub,17,20,1,0,1,0.326040118932724,0.3529348075389862,0.0,0,0.026894686743617058,2,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Marc Casadó,4,2025,29381,148,11151,MC,9,90,0,0,1,0.06814998388290405,0.2986598014831543,0.23050980269908905,0,0.03571164235472679,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Marcus Rashford,4,2025,29381,148,556,FWL,16,70,0,0,8,0.34770330786705017,0.2626408636569977,0.02802249975502491,0,0.054281480610370636,2,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Pau Cubarsí,4,2025,29381,148,12005,DC,3,90,0,0,2,0.12796607613563538,0.14931504428386688,0.14931504428386688,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Robert Lewandowski,4,2025,29381,148,227,FW,15,81,1,0,2,0.6121704578399658,0.6600656509399414,0.0478951632976532,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Roony Bardghji,4,2025,29381,148,14064,Sub,17,9,0,0,0,0.0,0.326040118932724,0.326040118932724,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Tomás Marqués,4,2025,29381,148,14205,Sub,17,3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Barcelona,Álex Balde,4,2025,29381,148,9805,DL,4,90,0,0,0,0.0,0.20841875672340393,0.20841875672340393,0,0.02802249975502491,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Antonio Sánchez,4,2025,29381,239,9970,Sub,17,25,0,0,2,0.08826419711112976,0.08826419711112976,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,David López,4,2025,29381,239,12074,DC,3,90,0,0,0,0.0,0.6232813000679016,0.6232813000679016,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Jan Virgili,4,2025,29381,239,13991,AML,13,65,0,0,2,0.1473596692085266,0.6950916647911072,0.5477319955825806,0,0.5477319955825806,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Javi Llabrés,4,2025,29381,239,10128,Sub,17,9,0,0,1,0.06155919283628464,0.09275957196950912,0.031200380995869637,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Johan Mojica,4,2025,29381,239,6242,DL,4,90,0,0,0,0.0,0.07554930448532104,0.07554930448532104,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Leo Román,4,2025,29381,239,9839,GK,1,90,0,0,0,0.0,0.6232813000679016,0.6232813000679016,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Manuel Morlanes,4,2025,29381,239,6592,Sub,17,10,0,0,0,0.0,0.10674968361854553,0.07554930448532104,0,0.031200380995869637,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Martin Valjent,4,2025,29381,239,7838,DC,3,90,0,0,0,0.0,0.6232813000679016,0.6232813000679016,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Mateo Joseph,4,2025,29381,239,11208,Sub,17,25,0,0,1,0.07554930448532104,0.07554930448532104,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Mateu Morey,4,2025,29381,239,8070,AMR,11,65,0,0,0,0.0,0.7208353281021118,0.7208353281021118,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Omar Mascarell,4,2025,29381,239,2456,DMC,7,90,0,0,0,0.0,0.18753139674663544,0.18753139674663544,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Pablo Maffeo,4,2025,29381,239,1003,DR,2,90,0,0,1,0.031200380995869637,0.14212726056575775,0.07554930448532104,0,0.03537757694721222,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Pablo Torre,4,2025,29381,239,11025,AMC,12,65,0,0,1,0.06112125143408775,0.17310334742069244,0.0,0,0.11198209226131439,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Samú Costa,4,2025,29381,239,10974,DMC,7,80,0,0,0,0.0,0.6088532209396362,0.5477319955825806,0,0.06112125143408775,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Sergi Darder,4,2025,29381,239,2621,Sub,17,25,0,0,0,0.0,0.07554930448532104,0.0,0,0.07554930448532104,1,0,0
ESP-La Liga,2526,2026-02-07 Barcelona-Mallorca,Mallorca,Vedat Muriqi,4,2025,29381,239,9002,FW,15,81,0,0,1,0.5477319955825806,0.6597140431404114,0.11198209226131439,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Dani Olmo,4,2025,29395,148,8292,MC,9,82,0,0,1,0.029243309050798416,0.7461710572242737,0.3363409638404846,0,0.45989248156547546,3,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Eric Garcia,4,2025,29395,148,8045,DC,3,75,0,0,2,0.10375731438398361,0.16435226798057556,0.16435226798057556,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Fermín López,4,2025,29395,148,11822,MC,9,90,0,0,5,0.20928145945072174,0.47977951169013977,0.1655503362417221,0,0.1686381995677948,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Ferrán Torres,4,2025,29395,148,6441,FW,15,75,0,0,2,0.10759134590625763,0.08519297093153,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Frenkie de Jong,4,2025,29395,148,7781,MC,9,90,0,0,0,0.0,0.692764163017273,0.6622297763824463,0,0.03053441271185875,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Gerard Martín,4,2025,29395,148,12821,DL,4,65,0,0,0,0.0,0.18776872754096985,0.16435226798057556,0,0.023416465148329735,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Joan García,4,2025,29395,148,9773,GK,1,90,0,0,0,0.0,0.3096877932548523,0.3096877932548523,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Jules Koundé,4,2025,29395,148,6433,DR,2,90,0,0,0,0.0,0.31043753027915955,0.31043753027915955,1,0.07986469566822052,2,1,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Lamine Yamal,4,2025,29395,148,11527,FWR,14,90,0,0,7,1.309743881225586,0.9362927675247192,0.3034401535987854,0,0.6128954291343689,4,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Marc Bernal,4,2025,29395,148,12820,Sub,17,8,0,0,0,0.0,0.0227175485342741,0.0,0,0.0227175485342741,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Pau Cubarsí,4,2025,29395,148,12005,DC,3,90,1,0,1,0.0330146923661232,0.2799031138420105,0.2799031138420105,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Raphinha,4,2025,29395,148,8026,FWL,16,65,0,0,4,0.27611058950424194,0.5668027400970459,0.059694238007068634,0,0.2309979349374771,4,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Robert Lewandowski,4,2025,29395,148,227,Sub,17,15,0,0,1,0.056536298245191574,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Ronald Araújo,4,2025,29395,148,8091,Sub,17,15,0,0,1,0.4691452980041504,0.0558566153049469,0.0558566153049469,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Roony Bardghji,4,2025,29395,148,14064,Sub,17,25,0,0,3,0.10212930291891098,0.12138038128614426,0.0,0,0.07578737288713455,2,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Barcelona,Álex Balde,4,2025,29395,148,9805,Sub,17,25,0,0,0,0.0,0.0558566153049469,0.0558566153049469,0,0.0558566153049469,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Alejandro Francés,4,2025,29395,223,12723,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Arnau Martinez,4,2025,29395,223,10949,DL,4,90,0,0,0,0.0,0.5610271096229553,0.4422156512737274,0,0.1188114657998085,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Axel Witsel,4,2025,29395,223,3059,DMC,7,90,0,0,0,0.0,0.6506748199462891,0.6506748199462891,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Bryan Gil Salvatierra,4,2025,29395,223,7338,AML,13,70,0,0,1,0.08964771032333374,1.0981522798538208,1.0981522798538208,0,0.9222493171691895,2,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Claudio Echeverri,4,2025,29395,223,13649,Sub,17,15,0,0,0,0.0,0.4134286344051361,0.20788279175758362,0,0.2311331182718277,2,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Daley Blind,4,2025,29395,223,548,DC,3,90,0,0,0,0.0,0.789223849773407,0.789223849773407,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Fran Beltrán,4,2025,29395,223,6931,Sub,17,20,1,0,1,0.07459551095962524,0.6953679919242859,0.264087438583374,0,0.3566850423812866,1,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Hugo Rincón,4,2025,29395,223,12189,DR,2,90,0,0,1,0.02558727003633976,0.5041497945785522,0.5041497945785522,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Iván Martín,4,2025,29395,223,7529,DMC,7,90,0,0,1,0.1188114657998085,0.20845916867256165,0.08964771032333374,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Joel Roca,4,2025,29395,223,10952,Sub,17,20,0,0,3,0.6955181360244751,0.8286553025245667,0.05854160338640213,1,0.07459551095962524,1,0,1
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Paulo Gazzaniga,4,2025,29395,223,973,GK,1,90,0,0,0,0.0,0.20845916867256165,0.20845916867256165,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Thomas Lemar,4,2025,29395,223,3425,AMC,12,70,1,0,1,0.7547621726989746,1.4106987714767456,0.655936598777771,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Viktor Tsygankov,4,2025,29395,223,11322,AMR,11,90,0,0,2,0.1222735270857811,1.080377221107483,0.8608347773551941,0,0.2195424735546112,2,0,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Vitor Reis,4,2025,29395,223,13380,DC,3,90,0,0,0,0.0,0.5202036499977112,0.5202036499977112,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-16 Girona-Barcelona,Girona,Vladyslav Vanat,4,2025,29395,223,14041,FW,15,75,0,0,3,1.0085045099258423,1.8218083381652832,0.0,1,0.8133037686347961,2,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Dani Olmo,4,2025,29401,148,8292,AMC,12,70,0,0,1,0.1253594309091568,0.6636418700218201,0.6636418700218201,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Eric Garcia,4,2025,29401,148,8045,DC,3,90,0,0,2,0.08597005903720856,1.6504695415496826,1.6302906274795532,1,0.49350103735923767,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Fermín López,4,2025,29401,148,11822,Sub,17,20,1,0,3,0.7052011489868164,0.7020515203475952,0.03721652179956436,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Ferrán Torres,4,2025,29401,148,6441,Sub,17,20,0,0,1,0.2611691355705261,0.29508844017982483,0.033919304609298706,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Frenkie de Jong,4,2025,29401,148,7781,DMC,7,90,1,0,1,0.49049070477485657,1.492201328277588,0.5636128187179565,0,0.4658186435699463,4,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Gerard Martín,4,2025,29401,148,12821,DC,3,90,0,0,0,0.0,0.9255030751228333,0.9255030751228333,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Joan García,4,2025,29401,148,9773,GK,1,90,0,0,0,0.0,0.9350680112838745,0.9350680112838745,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,João Cancelo,4,2025,29401,148,2379,DL,4,90,0,0,2,0.08121296763420105,1.525110125541687,0.9336879253387451,1,0.9987829923629761,3,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Jules Koundé,4,2025,29401,148,6433,DR,2,90,0,0,1,0.44457730650901794,1.6949645280838013,1.6949645280838013,0,0.4730827510356903,2,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Lamine Yamal,4,2025,29401,148,11527,AMR,11,90,0,0,3,0.13076922297477722,1.5786633491516113,1.495439887046814,1,0.02411733567714691,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Marc Bernal,4,2025,29401,148,12820,DMC,7,70,1,0,1,0.49350103735923767,1.0460124015808105,1.0460124015808105,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Pedri,4,2025,29401,148,8935,Sub,17,20,0,0,0,0.0,0.13485080003738403,0.13485080003738403,0,0.03721652179956436,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Raphinha,4,2025,29401,148,8026,AML,13,90,0,0,5,1.170384168624878,1.426866888999939,0.11094434559345245,0,0.18953478336334229,3,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Robert Lewandowski,4,2025,29401,148,227,FW,15,70,0,0,2,0.48225998878479004,0.7749464511871338,0.29268646240234375,0,0.13960623741149902,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Ronald Araújo,4,2025,29401,148,8091,Sub,17,1,0,0,0,0.0,0.033919304609298706,0.033919304609298706,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Barcelona,Roony Bardghji,4,2025,29401,148,14064,Sub,17,1,0,0,0,0.0,0.033919304609298706,0.0,0,0.033919304609298706,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Adrián De la Fuente,4,2025,29401,151,10319,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Alan Matturro,4,2025,29401,151,12078,DC,3,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Carlos Álvarez,4,2025,29401,151,11264,MC,9,88,0,0,1,0.08095382899045944,0.5086686015129089,0.4277147352695465,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Etta Eyong,4,2025,29401,151,10930,Sub,17,16,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Iker Losada,4,2025,29401,151,7825,Sub,17,2,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Iván Romero,4,2025,29401,151,9275,FW,15,74,0,0,0,0.0,0.5785888433456421,0.06992025673389435,0,0.5086686015129089,2,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Jeremy Toljan,4,2025,29401,151,257,DR,2,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Jon Ander Olasagasti,4,2025,29401,151,9466,MC,9,90,0,0,1,0.4277147352695465,0.5785888433456421,0.1508740931749344,0,0.06992025673389435,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Kareem Tunde,4,2025,29401,151,14258,ML,10,74,0,0,1,0.014799348078668118,0.014799348078668118,0.0,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Manuel Sánchez,4,2025,29401,151,7605,DL,4,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Mat Ryan,4,2025,29401,151,2385,GK,1,90,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Nacho Pérez,4,2025,29401,151,13772,Sub,17,1,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Oriol Rey,4,2025,29401,151,8764,DMC,7,90,0,0,0,0.0,0.014799348078668118,0.0,0,0.014799348078668118,1,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Paco Cortés,4,2025,29401,151,13770,Sub,17,40,0,0,2,0.07908360660076141,0.07908360660076141,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Tai Abed,4,2025,29401,151,14397,Sub,17,16,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-22 Barcelona-Levante,Levante,Víctor García,4,2025,29401,151,8500,MR,8,50,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Dani Olmo,4,2025,29408,148,8292,MC,9,61,0,0,3,0.7461878657341003,1.1268508434295654,0.42305848002433777,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Eric Garcia,4,2025,29408,148,8045,DC,3,90,0,0,0,0.0,1.2295602560043335,1.2295602560043335,0,0.032441891729831696,1,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Fermín López,4,2025,29408,148,11822,MC,9,90,0,0,3,0.18213219940662384,1.9470279216766357,1.0894136428833008,2,0.7079240679740906,3,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Ferrán Torres,4,2025,29408,148,6441,FW,15,69,0,0,1,0.22627940773963928,0.8936803936958313,0.6674009561538696,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Joan García,4,2025,29408,148,9773,GK,1,90,0,0,0,0.0,1.4724392890930176,1.4724392890930176,0,0.0,0,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Jules Koundé,4,2025,29408,148,6433,DR,2,90,0,0,1,0.2664695382118225,2.743800163269043,1.7150461673736572,1,1.6728854179382324,3,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Lamine Yamal,4,2025,29408,148,11527,FWR,14,75,3,0,6,0.9724059104919434,2.0084996223449707,1.164420247077942,0,0.06908954679965973,2,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Marc Bernal,4,2025,29408,148,12820,MC,9,69,0,0,1,0.03313373401761055,0.5469005703926086,0.5137668251991272,0,0.0,0,1,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Marcus Rashford,4,2025,29408,148,556,Sub,17,15,0,0,1,0.07061821222305298,0.9430426955223083,0.9430426955223083,0,0.07814835757017136,1,0,0
ESP-La Liga,2526,2026-02-28 Barcelona-Villarreal,Barcelona,Pau Cubarsí,4,2025,29408,148,12005,DC,3,90,0,0,0,0.0,1.7150461673736572,1.7150461673736572,0,0.0,0,0,0
