player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,us_np_xg_adj,us_xa_adj,us_xg_chain_adj,us_shots_adj,ss_shotsFromInsideTheBox_adj,ss_totalShots_adj,ss_bigChancesCreated_adj,ss_keyPasses_adj,ss_possessionWonAttThird_adj,ss_ballRecovery_adj,ss_tackles_adj,ss_wasFouled_adj,ss_dispossessed_adj,ss_aerialDuelsWon_adj,ss_successfulDribbles_adj,ss_touches_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,ss_topSpeed,ss_numberOfSprints,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,sprints_p90,goals_p90,ga_p90,ss_shotsFromInsideTheBox_padj90,us_np_xg_padj90,ss_possessionWonAttThird_padj90,ss_ballRecovery_padj90,ss_tackles_padj90,ss_wasFouled_padj90,ss_dispossessed_padj90,us_xa_padj90,us_xg_chain_padj90,ss_keyPasses_padj90,ss_bigChancesCreated_padj90,ss_successfulDribbles_padj90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Santiago Giménez,7.488227516412735,2.2332468405365944,10.198568377643824,50.0,5.0,45.0,50.0,5.0,4.0,11.0,10.0,5.0,28.0,13.0,19.0,12.0,13.0,10.0,470.0,5.0,3,6.932962846105816,2.046239816383587,9.411089153974824,46.35483628340771,41.74509853081281,46.35483628340771,3.6657223085794515,9.219475505189791,4.646517575089003,30.261758691206545,13.985685071574643,17.789174146317002,11.254625683197112,14.07157464212679,9.182695682695682,436.22095472095475,17.3,17.3,24.0,ITA-Serie A,Milan,FW,2,27000000.0,47900000.0,2029.0,78.0,77.0,81.0,34.77,127.0,68.0,78.0,80.0,84.0,ST,79.0,84.0,32.487922705314,40.1471157568715,80.72403937758,10.8695652173915,0.43284552117992686,0.1497645503282547,2.890173410404624,2.6011560693641615,0.9,0.2890173410404624,1.6184971098265895,0.7514450867052023,1.0982658959537572,0.7514450867052023,0.6936416184971098,0.12908941274778002,0.5895126229851921,0.5780346820809248,0.23121387283236994,0.5780346820809248,-2.488227516412735,7.341040462427745,0.2890173410404624,0.4624277456647399,2.4130114757695265,0.40074929746276394,0.2685848309300002,1.749234606428124,0.8084211024031586,1.0282759622148556,0.6505563978726654,0.11827975817246167,0.5439935927153078,0.5329176592595255,0.2118914629236677,0.530791657959288,True,56.0,81.0,16.0,41.0,43.0,36.0,47.4,16.0,True
Samuel Essende,7.2271344773471355,2.195381007157266,8.37691430002451,61.0,8.0,51.0,61.0,8.0,2.0,7.0,15.0,14.0,60.0,11.0,48.0,47.0,75.0,19.0,839.0,8.0,2,7.988544659060976,2.4265625681870366,9.259481973524089,67.46203057664684,56.39355120049251,67.46203057664684,2.2076749435665914,16.587666735070798,15.476303098707163,54.24539877300613,9.940695296523517,53.08956494972297,51.95562281961831,67.84049079754601,21.010542786784324,927.5646624256105,22.799999999999997,22.799999999999997,27.0,GER-Bundesliga,Augsburg,"MF,FW",2,,,,,,,33.58,108.0,,,,,,,,39.56658786446,38.4436274509805,67.287075640262,10.895721925133751,0.3169795823397867,0.11847761438273993,2.6754385964912286,2.236842105263158,0.8360655737704918,0.6140350877192983,2.6315789473684212,0.48245614035087725,2.105263157894737,3.2894736842105265,2.0614035087719302,0.09628864066479238,0.36740852193089957,0.6578947368421053,0.08771929824561404,0.8333333333333335,0.7728655226528645,4.736842105263158,0.3508771929824562,0.4385964912280702,2.473401368442654,0.35037476574828846,0.6787852236275073,2.3791841567107954,0.43599540774225953,2.3284896907773236,2.278755386825365,0.10642818281522091,0.40611763041772325,0.7275292427662632,0.09682784840204349,0.9215150345080845,True,32.0,75.0,51.0,53.0,23.0,26.0,47.3,23.0,True
André Silva,10.093296906910837,2.6638588048517704,13.2611899971962,79.0,7.0,60.0,79.0,12.0,3.0,11.0,30.0,18.0,73.0,17.0,43.0,48.0,38.0,15.0,1087.0,12.0,0,8.747948094977392,2.4020569967083514,11.733867454067106,69.82275909878682,52.8069150779896,69.82275909878682,2.803487001733102,26.468714038128248,16.037844020797227,83.46012269938652,19.586912065439677,37.61655805892548,41.984506065857886,42.791411042944794,12.84281802426343,955.1517504332754,26.2,24.7,29.0,GER-Bundesliga,Werder Bremen,FW,2,7500000.0,16500000.0,2030.0,72.0,74.0,75.0,34.73,275.0,77.0,76.0,79.0,77.0,ST,76.0,76.0,39.523809523809504,35.598881466522,75.700196163906,13.31738437001605,0.3852403399584289,0.12776325198621313,3.0152671755725193,2.290076335877863,0.759493670886076,0.6870229007633588,2.786259541984733,0.648854961832061,1.6412213740458015,1.450381679389313,1.83206106870229,0.10167400018518208,0.5061522899693206,1.1450381679389314,0.11450381679389313,0.5725190839694657,-3.0932969069108367,10.49618320610687,0.4580152671755725,0.4580152671755725,2.0155311098469313,0.33389114866325925,0.6121314511754666,3.1855008663887983,0.7475920635663998,1.4357464907986823,1.602462063582362,0.09168156475986074,0.44785753641477505,1.0102562609972614,0.10700332067683596,0.4901838940558561,True,44.0,60.0,55.0,42.0,31.0,41.0,47.2,31.0,False
Cyle Larin,6.501052031293511,1.5815904028713703,6.705597769469023,39.0,6.0,37.0,39.0,7.0,2.0,8.0,8.0,10.0,46.0,12.0,31.0,58.0,66.0,8.0,652.0,7.0,2,6.79276590449258,1.652559203000214,7.006489977073403,40.75000000000001,38.660256410256416,40.75000000000001,2.08974358974359,8.35897435897436,10.448717948717947,44.02453987730061,11.484662576687116,32.39102564102564,60.60256410256411,63.165644171779135,8.35897435897436,681.2564102564103,19.6,19.6,29.0,ESP-La Liga,Mallorca,FW,1,,,,,,,,0.0,,,,,,,,43.421052631579,31.09756097561,69.055374592834,17.948717948718,0.33168632812721993,0.16669364182803875,1.9897959183673468,1.887755102040816,0.9487179487179487,0.5102040816326531,2.346938775510204,0.6122448979591836,1.5816326530612244,3.36734693877551,2.9591836734693877,0.08069338790160052,0.3421223351769909,0.4081632653061224,0.1020408163265306,0.4081632653061224,-0.5010520312935114,0.0,0.3571428571428571,0.4591836734693877,1.9724620617477762,0.3465696890047234,0.5330978545264259,2.246149993739827,0.5859521722799549,1.6526033490319203,3.0919675562532705,0.08431424505103133,0.35747397842211237,0.42647828362114076,0.10661957090528519,0.42647828362114076,True,75.0,72.0,37.0,42.0,14.0,11.0,47.2,11.0,True
Walid Cheddira,5.973041646182537,1.6459182873368263,7.86293521290645,46.0,5.0,41.0,46.0,5.0,2.0,6.0,17.0,8.0,52.0,11.0,61.0,31.0,40.0,18.0,675.0,5.0,2,7.08371389482011,1.988261354555626,9.331263288197135,54.670203535663944,48.80689418314594,54.670203535663944,2.457286432160804,20.27113987202198,9.54923900075919,43.605316973415135,9.186094069529652,73.04387043129316,36.85635009580275,33.52760736196319,21.331839051371965,804.8143414916308,20.799999999999997,18.2,27.0,ESP-La Liga,Espanyol,FW,2,2500000.0,0.0,,79.0,78.0,72.0,34.27,288.0,83.0,67.0,67.0,73.0,ST,72.0,72.0,35.4166666666665,45.1655052264805,70.032844630617,9.90675990675985,0.2871654637587759,0.1298487314387508,2.2115384615384617,1.9711538461538465,0.8913043478260869,0.3846153846153847,2.5000000000000004,0.528846153846154,2.932692307692308,1.9230769230769234,1.4903846153846156,0.07913068689119358,0.3780257313897332,0.8173076923076924,0.09615384615384617,0.8653846153846155,-0.9730416461825371,13.846153846153848,0.24038461538461542,0.33653846153846156,2.346485297266632,0.34056316802019765,0.45909802888265344,2.096409469875728,0.4416391379581564,3.5117245399660177,1.7719399084520557,0.09558948819978973,0.44861842731717005,0.9745740323087492,0.11813877077696174,1.0255691851621138,True,32.0,75.0,27.0,65.0,29.0,50.0,47.2,27.0,True
Dennis Man,7.004470095038414,4.645356995984912,12.554394412785769,49.0,4.0,35.0,49.0,4.0,5.0,9.0,45.0,12.0,72.0,13.0,17.0,31.0,9.0,25.0,1094.0,4.0,4,7.749289313289104,5.139320296462945,13.889363954416831,54.210407239819,38.72171945701357,54.210407239819,5.531674208144796,49.78506787330316,13.27601809954751,65.079754601227,11.750511247443765,18.807692307692307,34.296380090497735,8.134969325153374,27.65837104072398,1210.330316742081,22.2,22.2,25.0,ITA-Serie A,Parma,"MF,FW",1,,,,,,,,0.0,,,,,,,,34.615384615385,35.483870967742,81.526104417671,8.1632653061224,0.3155166709476763,0.14294836928649823,2.2072072072072073,1.5765765765765767,0.7142857142857143,0.5405405405405406,3.2432432432432434,0.5855855855855856,0.7657657657657658,0.40540540540540543,1.3963963963963963,0.2092503151344555,0.5655132618371967,2.027027027027027,0.22522522522522523,1.1261261261261262,-3.004470095038414,0.0,0.1801801801801802,0.3603603603603604,1.7442215971627735,0.3490670861841939,0.5980188333129509,2.9315204775327475,0.5293023084434129,0.8471933471933472,1.5448819860584566,0.23150091425508765,0.6256470249737311,2.242570624923566,0.24917451388039624,1.2458725694019812,True,38.0,51.0,47.0,25.0,82.0,41.0,47.1,25.0,True
Roberto Piccoli,23.98182014701888,2.732120499946177,26.41764370771125,144.0,13.0,125.0,145.0,14.0,3.0,38.0,28.0,20.0,89.0,21.0,94.0,73.0,163.0,23.0,1554.0,14.0,2,25.216111018051503,2.76580308955406,27.67407297027562,150.61794202380588,130.98240926782282,151.70702888349408,3.1351208818030063,28.512336612345763,20.85675931293285,86.15746421267895,20.296523517382415,97.08857692022715,75.93556893117561,156.38650306748465,23.859740497474277,1622.9354991958648,53.300000000000004,53.300000000000004,24.0,ITA-Serie A,Fiorentina,FW,2,8500000.0,15100000.0,2030.0,73.0,66.0,78.0,35.13,371.0,82.0,68.0,76.0,77.0,ST,75.0,80.0,39.510844855714,41.579822616407995,66.759278674775,9.35735996526265,0.44994034046939735,0.16654041768763111,2.7016885553470917,2.345215759849906,0.8620689655172413,0.37523452157598497,1.669793621013133,0.3939962476547842,1.7636022514071292,3.0581613508442773,1.3696060037523452,0.051259296434262226,0.495640594891393,0.5253283302063789,0.05628517823639775,0.4315196998123827,-10.98182014701888,6.960600375234521,0.26266416510318946,0.30018761726078796,2.4574560838240678,0.47309776769327394,0.3913088051206914,1.6164627432022316,0.3807978145850359,1.8215492855577327,1.4246823439244953,0.05189123995410994,0.5192133765530135,0.5349406493873501,0.05882027920831156,0.4476499155248457,True,52.0,84.0,16.0,58.0,18.0,40.0,47.0,16.0,False
Benjamin Šeško,21.831699727103114,3.139570949599147,29.08351274393499,129.0,22.0,98.0,129.0,21.0,5.0,22.0,28.0,16.0,100.0,12.0,26.0,85.0,134.0,49.0,1569.0,24.0,6,20.5192436870568,2.9443290295038755,27.321938806319743,121.17513786459372,92.1024184439572,121.17513786459372,4.683908045977011,26.27861936083981,15.020995282705469,106.51533742331289,12.77914110429448,24.38881137465949,79.78888445950435,142.65030674846628,45.956448076539765,1472.821041791243,44.7,44.7,22.0,ENG-Premier League,Manchester Utd,FW,2,43000000.0,90300000.0,2030.0,86.0,82.0,81.0,36.34,416.0,83.0,77.0,82.0,81.0,ST,80.0,87.0,55.1348055818995,30.2651515151515,68.5869411547205,18.575216972035,0.4884049155951479,0.1692379823806443,2.885906040268456,2.192393736017897,0.7596899224806202,0.35794183445190153,2.237136465324385,0.2684563758389262,0.5816554809843401,2.9977628635346756,1.901565995525727,0.07023648656821357,0.6506378689918342,0.6263982102908277,0.11185682326621924,1.0961968680089484,0.16830027289688587,9.306487695749441,0.5369127516778524,0.6711409395973154,2.060456788455418,0.45904348293191943,0.3360401629240597,2.3828934546602434,0.2858868255994291,0.5456109927216888,1.7849862295191128,0.06586865837816276,0.6112290560697928,0.5878885763051411,0.10478541489881456,1.0281084580881379,True,77.0,70.0,16.0,30.0,27.0,71.0,46.9,16.0,False
Mathys Tel,4.864642482250929,5.921139447018504,11.291438756510615,58.0,5.0,43.0,58.0,5.0,10.0,5.0,44.0,19.0,110.0,35.0,39.0,53.0,20.0,54.0,1240.0,6.0,2,4.5643958009412495,5.553692887308323,10.565967490287356,54.519576477757454,40.271089057195084,54.519576477757454,9.321025942369635,41.62268216244449,17.748084791503437,116.7157464212679,37.48057259713701,36.6189496822495,50.278554017585094,20.965235173824134,51.248792112823196,1168.5444741882127,27.9,25.1,20.0,ENG-Premier League,Tottenham,FW,2,23500000.0,49400000.0,2031.0,86.0,85.0,79.0,36.43,256.0,67.0,74.0,70.0,77.0,ST,77.0,85.0,33.868092691621996,42.0925366193905,77.059470127534,10.062111801242,0.17435994560039172,0.08387314624570567,2.078853046594982,1.5412186379928317,0.7413793103448276,0.6810035842293907,3.9426523297491043,1.2544802867383513,1.3978494623655915,0.7168458781362007,1.899641577060932,0.2122272203232439,0.40471106654159916,1.5770609318996416,0.35842293906810035,1.935483870967742,0.13535751774907112,9.17562724014337,0.21505376344086022,0.28673835125448033,1.4434082099353078,0.16359841580434586,0.6361320713800516,4.183360086783796,1.3433896988221152,1.3125071570698745,1.8020987103077095,0.19905709273506533,0.37870851219667945,1.491852407256075,0.33408695133941346,1.8368742692768172,True,25.0,26.0,72.0,40.0,62.0,83.0,46.9,25.0,False
Igor Jesus,6.437911256216466,2.280350387096405,8.53495698235929,70.0,5.0,60.0,70.0,6.0,5.0,3.0,15.0,19.0,61.0,24.0,40.0,43.0,81.0,11.0,883.0,6.0,4,6.726791889508232,2.3826738019020133,8.91793582131131,73.14102564102565,62.6923076923077,73.14102564102565,5.224358974358975,15.673076923076923,19.852564102564106,58.3803680981595,22.969325153374232,41.7948717948718,44.92948717948718,77.52147239263803,11.493589743589745,922.6217948717948,25.5,25.5,24.0,ENG-Premier League,Nottingham,FW,1,15500000.0,30600000.0,2029.0,70.0,68.0,77.0,34.72,539.0,79.0,75.0,79.0,78.0,ST,77.0,81.0,39.130434782609,39.36170212766,72.707423580786,8.5714285714286,0.25246710808692024,0.09197016080309238,2.7450980392156863,2.3529411764705883,0.8571428571428571,0.7450980392156863,2.392156862745098,0.9411764705882353,1.5686274509803921,3.176470588235294,1.6862745098039216,0.08942550537632961,0.3347041953866388,0.5882352941176471,0.19607843137254902,0.43137254901960786,-1.4379112562164664,21.137254901960784,0.23529411764705882,0.39215686274509803,2.4585218702865763,0.26379576037287183,0.7785319255907492,2.2894261999278234,0.9007578491519307,1.6390145801910512,1.7619406737053798,0.09343818830988287,0.3497229733847573,0.6146304675716441,0.2048768225238814,0.450729009552539,True,20.0,67.0,64.0,48.0,24.0,47.0,46.7,20.0,False
Zian Flemming,8.032457021065056,0.6848367601633072,7.825265257619321,52.0,9.0,42.0,53.0,9.0,0.0,10.0,10.0,3.0,33.0,17.0,26.0,17.0,68.0,4.0,589.0,11.0,0,9.242050548943087,0.7879651193408405,9.003658143472583,59.83058823529412,48.32470588235294,60.98117647058823,0.0,11.505882352941176,3.451764705882353,28.680981595092025,14.775051124744376,29.915294117647058,19.56,59.100204498977504,4.602352941176471,677.6964705882352,19.7,19.7,26.0,ENG-Premier League,Burnley,FW,1,6500000.0,12800000.0,2029.0,70.0,65.0,76.0,34.29,341.0,81.0,72.0,76.0,76.0,ST,75.0,76.0,44.736842105263,37.704918032787,64.981949458484,20.754716981132,0.4077389350794445,0.15447032732817417,2.6395939086294415,2.1319796954314723,0.7924528301886793,0.15228426395939088,1.6751269035532996,0.8629441624365483,1.3197969543147208,3.451776649746193,0.8629441624365483,0.03476328731793438,0.39722158668118385,0.5076142131979695,0.0,0.20304568527918782,0.9675429789349437,17.309644670050762,0.5583756345177665,0.5583756345177665,2.453030755449388,0.4691396217737608,0.17521648253209915,1.4558873906138083,0.7500025951646891,1.5185428486115258,0.9928934010152284,0.03999822940816449,0.45703848444023265,0.5840549417736638,0.0,0.23362197670946552,True,69.0,80.0,11.0,57.0,12.0,34.0,46.7,11.0,True
Artem Dovbyk,15.930101549252868,4.214469010010362,18.751111297868192,75.0,13.0,64.0,75.0,15.0,7.0,14.0,36.0,9.0,31.0,7.0,22.0,44.0,58.0,9.0,873.0,15.0,3,14.3325491893643,3.7734889294760894,16.864066150410153,67.57857950220296,57.59898766546825,67.57857950220296,6.273300665333144,32.235064605528954,8.12644625103392,34.415132924335374,7.862985685071575,19.72713761752077,39.49294957769964,64.66666666666667,8.087771908375815,785.7901284201715,31.299999999999997,31.299999999999997,28.0,ITA-Serie A,Roma,FW,2,26500000.0,45100000.0,2029.0,83.0,80.0,83.0,33.34,58.0,80.0,83.0,82.0,85.0,ST,81.0,81.0,53.482482059941,29.411764705882,73.102909903362,22.0238095238095,0.5089489312860341,0.21240135399003823,2.3961661341853038,2.0447284345047927,0.8533333333333334,0.28753993610223644,0.9904153354632589,0.22364217252396168,0.7028753993610224,1.8530351437699681,1.4057507987220448,0.1346475722048039,0.5990770382705494,1.1501597444089458,0.22364217252396168,0.28753993610223644,-2.9301015492528677,1.8530351437699681,0.47923322683706077,0.5750798722044729,1.8402232480980274,0.45790891978799686,0.25963087064006135,1.099525013557041,0.25121360016203115,0.6302599877802164,1.2617555775622888,0.12055875174045015,0.5387880559236471,1.029874268547251,0.20042494138444553,0.258395268638205,True,91.0,70.0,5.0,36.0,46.0,8.0,46.7,5.0,False
Tijjani Noslin,6.9757321095094085,3.986995516344905,13.742203866131604,54.0,6.0,42.0,54.0,6.0,3.0,6.0,28.0,10.0,54.0,13.0,38.0,31.0,48.0,25.0,987.0,6.0,4,6.548272841902717,3.7359656670120764,12.91140139336025,50.82040229885057,39.42582749978394,50.82040229885057,2.7451927231872784,26.173537291504623,9.288577046063434,57.77096114519428,13.975460122699388,35.62763590009506,29.0014907959554,52.06748466257669,23.59386613084435,925.6793384322875,22.4,22.4,26.0,ITA-Serie A,Lazio,"MF,FW",2,5500000.0,9800000.0,2029.0,78.0,79.0,74.0,34.7,240.0,69.0,77.0,74.0,72.0,ST,74.0,77.0,44.275862068965495,42.5685425685425,79.5044413277235,10.977443609022501,0.31141661203167004,0.12918022425017422,2.410714285714286,1.8750000000000002,0.7777777777777778,0.44642857142857145,2.410714285714286,0.5803571428571429,1.6964285714285716,2.142857142857143,1.3839285714285716,0.17799087126539756,0.6134912440237323,1.25,0.13392857142857142,1.1160714285714286,-0.9757321095094085,10.714285714285715,0.26785714285714285,0.44642857142857145,1.7600815848117832,0.2923336090135142,0.4146686181278319,2.579060765410459,0.6239044697633656,1.5905194598256722,1.2947094105337233,0.16678418156303915,0.5764018479178684,1.168461486227885,0.12255324657086065,1.05329759512698,True,37.0,49.0,28.0,62.0,57.0,52.0,46.4,28.0,True
Elias Saad,3.108835080638528,1.8048034301027656,5.423225903883576,32.0,3.0,19.0,33.0,3.0,1.0,3.0,26.0,18.0,70.0,35.0,36.0,47.0,14.0,31.0,806.0,3.0,2,3.4412815336592755,1.9998398885753423,6.0070077309056815,35.43288770053476,21.03041958041958,36.54425133689839,1.1063348416289591,28.825051419169064,19.949228712464006,63.16155419222905,31.574642126789367,39.88839983545866,52.05305429864253,12.629856850715747,34.37181201151789,893.2698375154257,15.5,15.5,25.0,GER-Bundesliga,Augsburg,"MF,FW",2,,,,,,,32.93,115.0,,,,,,,,35.9801488833745,44.826767916469,79.756969478491,5.769230769231,0.20057000520248566,0.097151096269954,2.064516129032258,1.2258064516129032,0.5757575757575758,1.1612903225806452,4.516129032258065,2.2580645161290325,2.3225806451612905,0.9032258064516129,3.032258064516129,0.11643893097437197,0.3498855421860372,1.6774193548387097,0.06451612903225806,2.0,-0.10883508063852787,7.419354838709677,0.1935483870967742,0.3225806451612903,1.356801263252876,0.22201816346188874,1.2870470137073553,4.074938980143809,2.037073685599314,2.573445150674752,3.3582615676543566,0.12902192829518339,0.3875488858648827,1.8596807367205848,0.07137644139541671,2.217536258807606,True,10.0,22.0,95.0,59.0,46.0,44.0,46.2,10.0,True
Khvicha Kvaratskhelia,10.652869913727045,9.448160573840141,25.93579437583685,115.0,11.0,79.0,115.0,10.0,14.0,9.0,63.0,22.0,100.0,39.0,59.0,43.0,12.0,63.0,2005.0,13.0,7,8.206491334967108,7.400227804058414,20.069338168126038,90.97934768719654,61.32546958855099,90.97934768719654,10.874824303603374,50.138225146946084,16.930567978533094,127.62781186094068,50.51533742331288,48.03459621773575,34.44432021466905,15.431492842535786,48.28973933043701,1559.4503258369537,39.7,29.5,24.0,ITA-Serie A,Napoli,"FW,MF",2,125000000.0,240600000.0,2029.0,86.0,85.0,82.0,34.56,312.0,80.0,85.0,62.0,89.0,CAM,88.0,91.0,40.217391304348,48.115020697812,85.59175796106,11.153846153846,0.2683342547538298,0.09263365142371344,2.896725440806045,1.9899244332493702,0.6869565217391305,0.5541561712846347,2.5188916876574305,0.9823677581863979,1.486146095717884,0.30226700251889166,1.0831234256926952,0.23798893133098592,0.6532945686608778,1.5869017632241813,0.3526448362720403,1.5869017632241813,0.34713008627295494,7.858942065491183,0.327455919395466,0.5037783375314862,1.5447221558828963,0.20671262808481378,0.42646266948446077,3.214806344104299,1.2724266353479314,1.2099394513283563,0.8676151187574067,0.1864037230241414,0.5055248908847868,1.2629275855653925,0.2739250454308154,1.2163662299858187,True,34.0,29.0,45.0,62.0,67.0,47.0,46.0,29.0,False
Romain Faivre,2.3766720965504646,3.2681193463504314,6.562979099340738,30.0,2.0,20.0,30.0,3.0,7.0,2.0,20.0,7.0,69.0,20.0,34.0,10.0,10.0,29.0,827.0,3.0,4,2.4452868253247555,3.4106583562351984,6.730694938370836,31.44912837214556,20.620870121801993,31.44912837214556,7.279443325363806,21.242257949133077,7.279443325363806,65.80981595092024,19.151329243353782,35.490450686195146,10.41399969878951,9.621676891615543,30.542362431521674,866.3020858826408,16.5,16.5,27.0,FRA-Ligue 1,Auxerre,"MF,FW",2,8000000.0,0.0,,68.0,76.0,70.0,33.05,179.0,63.0,79.0,61.0,72.0,RM,76.0,76.0,70.5882352941175,58.2161125319695,84.114684230918,7.8947368421055,0.14404073312427057,0.07922240321834882,1.8181818181818181,1.2121212121212122,0.6666666666666666,0.42424242424242425,4.181818181818182,1.2121212121212122,2.0606060606060606,0.6060606060606061,0.6060606060606061,0.19806783917275342,0.3977563090509538,1.2121212121212122,0.42424242424242425,1.7575757575757576,-0.37667209655046463,10.848484848484848,0.18181818181818182,0.42424242424242425,1.249749704351636,0.14819920153483368,0.4411783833553822,3.988473693995166,1.16068662080932,2.1509364052239484,0.631151496896334,0.20670656704455748,0.4079209053558082,1.2874095726747319,0.4411783833553822,1.8510522685770712,True,10.0,17.0,50.0,94.0,67.0,50.0,46.0,10.0,True
Lucas Beltrán,8.523052738979459,4.933622557669878,22.61418229714036,63.0,4.0,49.0,63.0,5.0,8.0,12.0,42.0,17.0,109.0,45.0,88.0,75.0,57.0,31.0,1593.0,6.0,6,8.487617564276604,4.8625525880791045,22.330410770396178,62.661228264890866,48.70702922678505,62.661228264890866,7.935923048464668,41.13292637809841,16.764335923048463,110.30674846625767,45.4478527607362,86.96348501664816,74.16711061783204,57.76073619631902,30.78486866444691,1573.9721420643727,36.9,36.9,24.0,ESP-La Liga,Valencia,FW,2,8000000.0,0.0,,71.0,76.0,75.0,34.11,344.0,74.0,77.0,71.0,78.0,ST,75.0,79.0,36.038961038961,48.292784796909004,78.50325708226,10.0912778904666,0.2309770389967333,0.13528655141237236,1.7073170731707317,1.3279132791327914,0.7777777777777778,0.46070460704607047,2.9539295392953933,1.2195121951219512,2.3848238482384825,1.5447154471544715,2.032520325203252,0.13370250833793706,0.6128504687571914,1.1382113821138211,0.21680216802168023,0.8401084010840109,-4.523052738979459,9.32249322493225,0.16260162601626016,0.3252032520325203,1.319973691782793,0.23001673615925758,0.4543180466950803,2.9893427768633516,1.231649126307214,2.3567340112912785,2.0099487972312207,0.13177649290187277,0.6051601834795712,1.1147134519809867,0.2150656652700452,0.8342782835893472,True,40.0,31.0,45.0,65.0,58.0,37.0,46.0,31.0,False
