player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Arnaut Danjuma,8.90060093253851,6.526020562276244,16.444008767604828,72.0,7.0,56.0,72.0,7.0,9.0,12.0,40.0,16.0,108.0,23.0,39.0,26.0,11.0,51.0,1361.0,7.0,2,35.1,32.900000000000006,28.0,ESP-La Liga,Girona,"MF,FW",2,5500000.0,11600000.0,2028.0,84.0,84.0,74.0,69.0,74.0,72.0,74.0,LW,75.0,75.0,46.0526315789475,42.506962172198,79.63712900303699,9.72222222222215,0.2535783741463963,0.12361945739636819,2.051282051282051,1.5954415954415955,0.7777777777777778,0.45584045584045585,3.0769230769230766,0.6552706552706552,1.1111111111111112,0.31339031339031337,0.7407407407407407,0.18592651174576194,0.4684902782793398,1.1396011396011396,0.2564102564102564,1.452991452991453,-1.9006009325385094,0.19943019943019943,0.2564102564102564,True,30.0,40.0,38.0,58.0,58.0,70.0,45.8,30.0,False
Rasmus Højlund,18.41621076129377,5.408801399171352,28.120265621691942,92.0,16.0,79.0,92.0,16.0,9.0,16.0,49.0,28.0,68.0,7.0,81.0,95.0,74.0,21.0,1486.0,16.0,5,52.900000000000006,52.900000000000006,22.0,ENG-Premier League,Manchester Utd,FW,2,22000000.0,0.0,,85.0,84.0,79.0,82.0,73.0,73.0,79.0,ST,78.0,83.0,30.218253968254,35.380722337244,75.4319526627215,16.25,0.3481325285688803,0.2001762039271062,1.7391304347826084,1.493383742911153,0.8586956521739131,0.5293005671077504,1.2854442344045367,0.1323251417769376,1.5311909262759922,1.3988657844990546,1.7958412098298675,0.10224577314123538,0.5315740193136472,0.9262759924385632,0.17013232514177692,0.3969754253308128,-2.416210761293769,0.3024574669187145,0.3969754253308128,True,78.0,51.0,24.0,35.0,40.0,49.0,45.8,24.0,False
Lucas Beltrán,8.523052738979459,4.933622557669878,22.61418229714036,63.0,4.0,49.0,63.0,5.0,8.0,12.0,42.0,17.0,109.0,45.0,88.0,75.0,57.0,31.0,1593.0,6.0,6,36.9,36.9,24.0,ESP-La Liga,Valencia,FW,2,8000000.0,0.0,,71.0,76.0,75.0,74.0,77.0,71.0,78.0,ST,75.0,79.0,36.038961038961,48.292784796909004,78.50325708226,10.0912778904666,0.2309770389967333,0.13528655141237236,1.7073170731707317,1.3279132791327914,0.7777777777777778,0.46070460704607047,2.9539295392953933,1.2195121951219512,2.3848238482384825,1.5447154471544715,2.032520325203252,0.13370250833793706,0.6128504687571914,1.1382113821138211,0.21680216802168023,0.8401084010840109,-4.523052738979459,0.16260162601626016,0.3252032520325203,True,40.0,33.0,45.0,64.0,57.0,31.0,45.7,31.0,False
Mostafa Mohamed,9.619936542585492,1.5962680112570524,10.181349443271756,77.0,9.0,64.0,78.0,8.0,2.0,8.0,15.0,12.0,80.0,28.0,63.0,43.0,109.0,15.0,941.0,9.0,0,26.700000000000003,26.700000000000003,27.0,FRA-Ligue 1,Nantes,FW,2,2000000.0,4000000.0,2027.0,70.0,68.0,68.0,84.0,63.0,76.0,77.0,ST,71.0,71.0,51.150793650794,43.3867276887875,64.0530720105705,11.5282392026575,0.36029724878597347,0.1249342408127986,2.883895131086142,2.3970037453183517,0.8205128205128205,0.44943820224719094,2.99625468164794,1.048689138576779,2.3595505617977524,4.082397003745318,1.6104868913857677,0.059785318773672366,0.38132394918620804,0.5617977528089887,0.07490636704119849,0.5617977528089887,-0.6199365425854921,0.33707865168539325,0.33707865168539325,True,30.0,72.0,42.0,72.0,12.0,17.0,45.6,12.0,False
Gustav Isaksen,10.64466038160026,3.9665175955742598,20.0179589567706,103.0,9.0,69.0,102.0,8.0,4.0,14.0,53.0,23.0,130.0,32.0,103.0,57.0,24.0,71.0,2073.0,9.0,3,42.3,42.3,24.0,ITA-Serie A,Lazio,FW,2,10000000.0,17800000.0,2028.0,88.0,84.0,74.0,33.0,69.0,55.0,74.0,LM,76.0,79.0,37.475633528265,48.915816326531,82.865935095195,8.9120370370372,0.2516468175319211,0.10334621729708991,2.434988179669031,1.6312056737588654,0.6764705882352942,0.5437352245862884,3.0732860520094563,0.756501182033097,2.434988179669031,0.5673758865248227,1.347517730496454,0.09377110155021891,0.47323780039646807,1.2529550827423168,0.09456264775413713,1.678486997635934,-1.6446603816002607,0.2127659574468085,0.28368794326241137,True,21.0,35.0,47.0,72.0,41.0,80.0,45.6,21.0,False
Mateo Pellegrino,14.027169016189873,2.5729516511783004,16.463557980023324,95.0,11.0,78.0,95.0,11.0,5.0,15.0,27.0,29.0,106.0,20.0,87.0,82.0,171.0,28.0,1326.0,12.0,2,41.400000000000006,41.400000000000006,24.0,ITA-Serie A,Parma,FW,2,2200000.0,4400000.0,2029.0,55.0,55.0,70.0,84.0,59.0,72.0,67.0,ST,69.0,75.0,49.40074002574,34.729586426299,58.8541666666665,12.982565379826,0.3388205076374365,0.14765441069673552,2.294685990338164,1.8840579710144925,0.8210526315789474,0.7004830917874395,2.5603864734299515,0.48309178743961345,2.1014492753623184,4.130434782608695,1.9806763285024152,0.062148590608171496,0.39767048260925897,0.6521739130434782,0.12077294685990336,0.6763285024154588,-3.027169016189873,0.28985507246376807,0.3381642512077294,True,48.0,58.0,53.0,56.0,16.0,14.0,45.5,14.0,False
Christantus Uche,4.982478495687246,4.914129167795181,12.75658101029694,56.0,5.0,44.0,56.0,5.0,8.0,3.0,33.0,25.0,117.0,37.0,76.0,75.0,101.0,38.0,1258.0,5.0,7,32.5,30.6,22.0,ESP-La Liga,Getafe,FW,2,12000000.0,0.0,,70.0,67.0,74.0,86.0,68.0,79.0,78.0,ST,76.0,82.0,49.034090909091,39.752567693744496,65.140931876079,12.3333333333335,0.15330703063653064,0.0889728302801294,1.7230769230769232,1.353846153846154,0.7857142857142857,0.7692307692307693,3.6,1.1384615384615384,2.3384615384615386,3.1076923076923078,2.3076923076923075,0.1512039743936979,0.39251018493221357,1.0153846153846153,0.24615384615384617,1.1692307692307693,0.017521504312753677,0.15384615384615385,0.36923076923076925,True,26.0,28.0,76.0,61.0,42.0,30.0,45.4,26.0,False
Santiago Castro,16.07380553893745,5.864330703392625,23.636902139522135,126.0,15.0,101.0,126.0,13.0,8.0,16.0,56.0,25.0,115.0,28.0,102.0,109.0,91.0,34.0,1637.0,15.0,6,51.7,51.7,20.0,ITA-Serie A,Bologna,FW,2,21000000.0,39900000.0,2028.0,79.0,80.0,78.0,67.0,74.0,78.0,78.0,ST,77.0,84.0,39.8615001556175,40.878361397336,77.404329429366,11.904761904762001,0.31090532957325817,0.1275698852296623,2.437137330754352,1.9535783365570598,0.8015873015873016,0.48355899419729204,2.224371373307543,0.5415860735009671,1.9729206963249515,1.760154738878143,2.108317214700193,0.11342999426291343,0.45719346498108576,1.0831721470019342,0.15473887814313345,0.6576402321083171,-1.0738055389374495,0.2901353965183752,0.4061895551257253,True,44.0,56.0,31.0,53.0,42.0,44.0,45.4,31.0,False
Chidera Ejuke,2.872433037031442,2.5247273864224553,7.903420761227608,43.0,3.0,26.0,43.0,3.0,3.0,3.0,34.0,17.0,124.0,38.0,32.0,43.0,9.0,104.0,1358.0,3.0,2,21.1,21.1,27.0,ESP-La Liga,Sevilla,"MF,FW",2,8000000.0,16800000.0,2027.0,89.0,89.0,68.0,60.0,76.0,37.0,71.0,LW,76.0,76.0,31.0096153846155,56.8865345181135,84.01761517615199,7.17391304347825,0.13613426715788823,0.06680076830305678,2.037914691943128,1.2322274881516586,0.6046511627906976,0.8056872037914692,5.8767772511848335,1.8009478672985781,1.5165876777251184,0.42654028436018954,2.037914691943128,0.11965532637073246,0.3745697043235833,1.6113744075829384,0.14218009478672985,4.9289099526066344,0.12756696296855807,0.14218009478672985,0.23696682464454974,True,5.0,14.0,90.0,54.0,48.0,92.0,45.3,5.0,True
Igor Thiago,0.0,0.0,0.0,0.0,0.0,82.0,86.0,22.0,6.0,20.0,26.0,16.0,105.0,43.0,29.0,44.0,119.0,32.0,1308.0,22.0,1,38.4,38.4,24.0,ENG-Premier League,Brentford,FW,2,37500000.0,74100000.0,2031.0,74.0,72.0,85.0,87.0,83.0,82.0,84.0,ST,81.0,85.0,46.1670631773725,50.0,71.6402116402115,13.095238095238,0.0,,0.0,2.135416666666667,0.9534883720930233,0.4166666666666667,2.734375,1.1197916666666667,0.7552083333333334,3.0989583333333335,1.1458333333333335,0.0,0.0,0.6770833333333334,0.15625,0.8333333333333334,0.0,0.5729166666666667,0.5989583333333334,True,67.0,52.0,37.0,57.0,12.0,31.0,45.1,12.0,False
Samuel Essende,7.2271344773471355,2.195381007157266,8.37691430002451,61.0,8.0,51.0,61.0,8.0,2.0,7.0,15.0,14.0,60.0,11.0,48.0,47.0,75.0,19.0,839.0,8.0,2,22.799999999999997,22.799999999999997,27.0,GER-Bundesliga,Augsburg,"MF,FW",2,,,,,,,,,,,,,,39.56658786446,38.4436274509805,67.287075640262,10.895721925133751,0.3169795823397867,0.11847761438273993,2.6754385964912286,2.236842105263158,0.8360655737704918,0.6140350877192983,2.6315789473684212,0.48245614035087725,2.105263157894737,3.2894736842105265,2.0614035087719302,0.09628864066479238,0.36740852193089957,0.6578947368421053,0.08771929824561404,0.8333333333333335,0.7728655226528645,0.3508771929824562,0.4385964912280702,True,32.0,66.0,46.0,52.0,19.0,47.0,45.0,19.0,True
Mason Mount,4.684161139652134,1.7120247185230257,11.600921232253313,39.0,4.0,28.0,39.0,3.0,1.0,4.0,22.0,12.0,78.0,39.0,21.0,24.0,11.0,8.0,966.0,4.0,0,18.200000000000003,18.200000000000003,26.0,ENG-Premier League,Manchester Utd,"MF,FW",2,16500000.0,32600000.0,2028.0,67.0,68.0,75.0,56.0,79.0,55.0,77.0,CAM,78.0,79.0,32.051282051282,43.7056737588655,82.77566315541,10.3947368421055,0.25737149118967767,0.12010669588851626,2.1428571428571423,1.5384615384615383,0.717948717948718,0.6593406593406592,4.285714285714285,2.1428571428571423,1.1538461538461537,0.6043956043956042,1.3186813186813184,0.09406729222653987,0.6374132545194127,1.2087912087912085,0.05494505494505494,0.4395604395604395,-0.6841611396521339,0.21978021978021975,0.21978021978021975,True,32.0,36.0,78.0,44.0,47.0,10.0,45.0,10.0,True
Neal Maupay,6.8114913664758205,2.852810406126082,11.440138533711433,36.0,6.0,28.0,36.0,6.0,4.0,10.0,27.0,9.0,41.0,13.0,33.0,34.0,17.0,10.0,749.0,6.0,5,21.2,21.2,28.0,ESP-La Liga,Sevilla,FW,2,4300000.0,0.0,,69.0,72.0,76.0,68.0,74.0,76.0,75.0,ST,74.0,74.0,31.417112299464996,42.535211267605504,83.07806154057951,16.40866873065,0.3212967625696142,0.18920809351321724,1.6981132075471699,1.3207547169811322,0.7777777777777778,0.42452830188679247,1.9339622641509435,0.6132075471698113,1.5566037735849056,0.8018867924528302,1.6037735849056605,0.1345665285908529,0.5396291761184638,1.2735849056603774,0.18867924528301888,0.4716981132075472,-0.8114913664758205,0.2830188679245283,0.5188679245283019,True,72.0,41.0,24.0,47.0,57.0,17.0,45.0,17.0,True
Ruben Vargas,5.468194894492626,4.144770339131355,9.881095768883824,58.0,4.0,39.0,58.0,4.0,5.0,3.0,41.0,20.0,112.0,26.0,26.0,24.0,27.0,33.0,1332.0,5.0,7,28.6,25.2,26.0,ESP-La Liga,Sevilla,"MF,FW",2,15500000.0,32600000.0,2029.0,88.0,88.0,70.0,64.0,76.0,66.0,75.0,LW,78.0,78.0,54.700854700855004,45.092180546726,73.35780988107601,9.540889526542351,0.19119562568156034,0.09427922231883838,2.027972027972028,1.3636363636363635,0.6724137931034483,0.6993006993006993,3.916083916083916,0.9090909090909091,0.9090909090909091,0.9440559440559441,0.8391608391608392,0.14492203982976767,0.34549285905188193,1.4335664335664335,0.17482517482517482,1.1538461538461537,-1.4681948944926262,0.17482517482517482,0.4195804195804196,True,16.0,23.0,69.0,60.0,46.0,78.0,44.9,16.0,False
Adam Daghim,3.1088089011609554,3.074686413630843,9.786626935005188,27.0,2.0,22.0,27.0,2.0,6.0,5.0,18.0,4.0,45.0,26.0,23.0,18.0,19.0,17.0,740.0,2.0,3,15.2,15.2,19.0,GER-Bundesliga,Wolfsburg,"MF,FW",1,5000000.0,0.0,,88.0,86.0,70.0,68.0,65.0,56.0,69.0,LM,72.0,80.0,44.186046511628,44.594594594595,66.750629722922,7.4074074074074,0.20452690139216814,0.11514107041336873,1.7763157894736843,1.4473684210526316,0.8148148148148148,0.2631578947368421,2.960526315789474,1.7105263157894737,1.5131578947368423,1.25,1.1842105263157896,0.202282000896766,0.6438570351977098,1.1842105263157896,0.39473684210526316,1.118421052631579,-1.1088089011609554,0.13157894736842105,0.32894736842105265,True,18.0,34.0,35.0,65.0,68.0,75.0,44.9,18.0,True
Cyle Larin,6.501052031293511,1.5815904028713703,6.705597769469023,39.0,6.0,37.0,39.0,7.0,2.0,8.0,8.0,10.0,46.0,12.0,31.0,58.0,66.0,8.0,652.0,7.0,2,19.6,19.6,29.0,ESP-La Liga,Mallorca,FW,1,,,,,,,,,,,,,,43.421052631579,31.09756097561,69.055374592834,17.948717948718,0.33168632812721993,0.16669364182803875,1.9897959183673468,1.887755102040816,0.9487179487179487,0.5102040816326531,2.346938775510204,0.6122448979591836,1.5816326530612244,3.36734693877551,2.9591836734693877,0.08069338790160052,0.3421223351769909,0.4081632653061224,0.1020408163265306,0.4081632653061224,-0.5010520312935114,0.3571428571428571,0.4591836734693877,True,75.0,64.0,34.0,41.0,14.0,14.0,44.8,14.0,True
Dennis Man,7.004470095038414,4.645356995984912,12.554394412785769,49.0,4.0,35.0,49.0,4.0,5.0,9.0,45.0,12.0,72.0,13.0,17.0,31.0,9.0,25.0,1094.0,4.0,4,22.2,22.2,25.0,ITA-Serie A,Parma,"MF,FW",1,,,,,,,,,,,,,,34.615384615385,35.483870967742,81.526104417671,8.1632653061224,0.3155166709476763,0.14294836928649823,2.2072072072072073,1.5765765765765767,0.7142857142857143,0.5405405405405406,3.2432432432432434,0.5855855855855856,0.7657657657657658,0.40540540540540543,1.3963963963963963,0.2092503151344555,0.5655132618371967,2.027027027027027,0.22522522522522523,1.1261261261261262,-3.004470095038414,0.1801801801801802,0.3603603603603604,True,38.0,41.0,45.0,25.0,73.0,64.0,44.8,25.0,True
Simon Adingra,6.040441820397973,3.5255746338516474,10.899197950959206,56.0,5.0,42.0,55.0,4.0,5.0,6.0,29.0,21.0,107.0,34.0,12.0,27.0,11.0,44.0,1177.0,5.0,4,29.0,21.7,23.0,FRA-Ligue 1,Monaco,"MF,FW",2,12000000.0,0.0,,87.0,88.0,71.0,48.0,79.0,32.0,70.0,CAM,76.0,82.0,47.2027972027975,38.082679971489995,79.36965252313601,9.84848484848505,0.20829109725510253,0.10786503250710666,1.9310344827586208,1.4482758620689655,0.7636363636363637,0.7241379310344828,3.689655172413793,1.1724137931034482,0.41379310344827586,0.3793103448275862,0.9310344827586207,0.12157153909833267,0.37583441210204155,1.0,0.1724137931034483,1.5172413793103448,-1.040441820397973,0.1724137931034483,0.3103448275862069,True,22.0,32.0,74.0,41.0,39.0,82.0,44.8,22.0,False
Brenden Aaronson,5.881288753822446,5.662709843367338,13.203591203317046,46.0,4.0,28.0,47.0,3.0,9.0,4.0,34.0,16.0,130.0,50.0,51.0,74.0,24.0,31.0,1277.0,4.0,5,27.2,27.2,24.0,ENG-Premier League,Leeds United,"MF,FW",1,10000000.0,19800000.0,2027.0,80.0,81.0,73.0,53.0,75.0,49.0,76.0,RM,76.0,79.0,33.333333333333,41.640378548896,81.137724550898,8.5106382978723,0.2162238512434723,0.1278541033439662,1.6911764705882353,1.0294117647058825,0.5957446808510638,0.5882352941176471,4.779411764705882,1.8382352941176472,1.875,0.8823529411764706,2.7205882352941178,0.20818786188850508,0.48542614718077376,1.25,0.33088235294117646,1.1397058823529411,-1.8812887538224459,0.14705882352941177,0.33088235294117646,True,28.0,15.0,71.0,47.0,66.0,55.0,44.8,15.0,False
Zuriko Davitashvili,6.510704822838306,5.66711307130754,12.587375964969397,70.0,7.0,39.0,70.0,5.0,9.0,8.0,54.0,24.0,123.0,24.0,40.0,57.0,16.0,48.0,1462.0,9.0,8,30.9,30.9,23.0,FRA-Ligue 1,Saint-Étienne,"FW,MF",1,,,,,,,,,,,,,,24.615384615385,37.883959044369,83.704572098476,12.857142857143,0.2107024214510779,0.09301006889769009,2.26537216828479,1.2621359223300972,0.5571428571428572,0.7766990291262136,3.9805825242718447,0.7766990291262136,1.2944983818770228,0.5177993527508091,1.8446601941747574,0.18340171751804338,0.4073584454682653,1.7475728155339807,0.29126213592233013,1.5533980582524272,0.4892951771616936,0.29126213592233013,0.5501618122977346,True,28.0,19.0,75.0,28.0,65.0,82.0,44.8,19.0,False
Boulaye Dia,9.597511243075132,6.321963097900152,20.05741713475436,51.0,10.0,46.0,51.0,10.0,10.0,11.0,42.0,15.0,79.0,35.0,38.0,59.0,35.0,22.0,1358.0,10.0,5,38.1,38.1,28.0,ITA-Serie A,Lazio,"FW,MF",2,14500000.0,24700000.0,2027.0,84.0,81.0,78.0,73.0,78.0,74.0,81.0,ST,78.0,78.0,27.187028657617,41.181657848324505,83.616826104049,15.70512820512815,0.2519031822329431,0.1881864949622575,1.3385826771653542,1.2073490813648293,0.9019607843137255,0.39370078740157477,2.0734908136482937,0.9186351706036745,0.9973753280839894,0.9186351706036745,1.548556430446194,0.1659307899711326,0.5264413946129753,1.1023622047244095,0.26246719160104987,0.5774278215223096,0.40248875692486763,0.26246719160104987,0.39370078740157477,True,73.0,38.0,27.0,29.0,60.0,51.0,44.7,27.0,False
Matthis Abline,16.346957633271813,8.288829321041703,28.28746550064534,158.0,14.0,106.0,159.0,13.0,13.0,14.0,57.0,37.0,154.0,31.0,95.0,111.0,98.0,86.0,1999.0,15.0,6,58.5,58.5,22.0,FRA-Ligue 1,Nantes,"FW,MF",2,12000000.0,26400000.0,2028.0,87.0,83.0,75.0,69.0,77.0,68.0,78.0,ST,76.0,82.0,46.468253968254004,40.773747116796,69.572959723157,9.6104928457869,0.2794351732183216,0.10346175717260642,2.700854700854701,1.811965811965812,0.6666666666666666,0.6324786324786325,2.6324786324786325,0.5299145299145299,1.623931623931624,1.6752136752136753,1.8974358974358974,0.14168939010327697,0.48354641881445026,0.9743589743589743,0.2222222222222222,1.4700854700854702,-2.3469576332718134,0.2564102564102564,0.358974358974359,True,24.0,41.0,48.0,55.0,44.0,75.0,44.7,24.0,False
Tolu Arokodare,6.665390497073531,1.1596579402685163,5.404460851103067,46.0,3.0,40.0,47.0,3.0,1.0,11.0,12.0,8.0,26.0,7.0,17.0,22.0,99.0,18.0,599.0,3.0,1,15.8,15.8,24.0,ENG-Premier League,Wolves,FW,1,10500000.0,20700000.0,2029.0,74.0,71.0,77.0,89.0,70.0,78.0,76.0,ST,76.0,79.0,51.832460732984,44.68085106383,60.37037037037,6.3829787234043,0.42186015804262855,0.144899793414642,2.911392405063291,2.531645569620253,0.851063829787234,0.5063291139240506,1.6455696202531644,0.4430379746835443,1.0759493670886076,6.265822784810126,1.3924050632911391,0.07339607216889343,0.34205448424702956,0.7594936708860759,0.06329113924050632,1.1392405063291138,-3.665390497073531,0.18987341772151897,0.2531645569620253,True,38.0,80.0,26.0,57.0,14.0,37.0,44.6,14.0,True
Borja Mayoral,6.100163746625185,1.8768860716372728,8.631499675568193,35.0,8.0,30.0,35.0,9.0,3.0,5.0,13.0,22.0,68.0,10.0,22.0,38.0,33.0,12.0,788.0,9.0,2,24.200000000000003,24.200000000000003,28.0,ESP-La Liga,Getafe,FW,2,11000000.0,23100000.0,2027.0,65.0,61.0,80.0,71.0,77.0,83.0,79.0,ST,77.0,77.0,31.304347826087,36.483288967761,81.155303030303,25.8333333333335,0.2520728820919498,0.17429039276071956,1.446280991735537,1.2396694214876032,0.8571428571428571,0.909090909090909,2.8099173553719003,0.4132231404958677,0.909090909090909,1.3636363636363635,1.5702479338842974,0.0775572756874906,0.35667354031273524,0.5371900826446281,0.12396694214876032,0.4958677685950413,1.899836253374815,0.371900826446281,0.4545454545454545,True,83.0,37.0,66.0,24.0,22.0,10.0,44.6,10.0,True
Hugo Álvarez,4.961812857538462,4.048837125301361,19.471431590616703,39.0,8.0,34.0,39.0,8.0,7.0,6.0,44.0,14.0,122.0,41.0,33.0,26.0,9.0,48.0,2159.0,8.0,5,32.4,32.4,22.0,ESP-La Liga,Celta Vigo,"FW,MF",2,9000000.0,20700000.0,2028.0,69.0,70.0,73.0,57.0,69.0,55.0,75.0,CAM,75.0,81.0,25.0,44.698544698544495,82.387355281154,22.285714285714498,0.15314237214624882,0.1272259707061144,1.2037037037037037,1.0493827160493827,0.8717948717948718,0.4320987654320988,3.7654320987654324,1.2654320987654322,1.0185185185185186,0.2777777777777778,0.8024691358024691,0.12496410880559757,0.6009701108215032,1.3580246913580247,0.2160493827160494,1.4814814814814816,3.0381871424615383,0.2469135802469136,0.4012345679012346,True,54.0,26.0,49.0,43.0,61.0,36.0,44.6,26.0,False
Bryan Gil,5.496316803619266,6.552444666624069,18.94140638038516,59.0,3.0,40.0,59.0,3.0,10.0,4.0,42.0,25.0,157.0,65.0,77.0,85.0,5.0,74.0,2093.0,3.0,6,36.6,36.6,24.0,ESP-La Liga,Girona,"MF,FW",2,10000000.0,21800000.0,2030.0,84.0,86.0,70.0,32.0,76.0,34.0,75.0,CAM,76.0,79.0,20.098039215686498,45.517241379310505,86.72722123320949,4.6875,0.15017259026282145,0.09315791192575026,1.6120218579234973,1.0928961748633879,0.6779661016949152,0.6830601092896175,4.2896174863387975,1.7759562841530054,2.1038251366120218,0.13661202185792348,2.322404371584699,0.17902854280393632,0.5175247644913978,1.1475409836065573,0.27322404371584696,2.021857923497268,-2.4963168036192656,0.08196721311475409,0.2459016393442623,True,9.0,15.0,79.0,49.0,63.0,78.0,44.4,9.0,False
Arnaud Kalimuendo,12.150474922731519,2.893593108281493,18.141915533691645,80.0,12.0,89.0,106.0,23.0,8.0,13.0,41.0,19.0,95.0,30.0,58.0,90.0,34.0,42.0,1533.0,23.0,4,45.400000000000006,44.3,23.0,GER-Bundesliga,Frankfurt,"FW,MF",2,20500000.0,0.0,,80.0,82.0,81.0,72.0,78.0,72.0,80.0,ST,78.0,82.0,24.489337822671,41.1715128529285,83.248299319728,21.184210526316,0.26763160622756643,0.15188093653414397,1.7621145374449336,1.9603524229074887,0.839622641509434,0.41850220264317173,2.0925110132158586,0.6607929515418501,1.277533039647577,0.7488986784140969,1.9823788546255503,0.06373553101941615,0.3996016637377014,0.9030837004405285,0.17621145374449337,0.9251101321585902,-0.15047492273151875,0.5066079295154184,0.5947136563876652,True,75.0,54.0,26.0,31.0,31.0,52.0,44.4,26.0,False
Anuar,0.0,0.0,0.0,0.0,0.0,9.0,11.0,2.0,2.0,4.0,7.0,6.0,71.0,38.0,48.0,14.0,25.0,7.0,777.0,2.0,0,19.1,19.1,29.0,ESP-La Liga,Valladolid,"MF,FW",1,,,,,,,,,,,,,,41.666666666667,57.232704402516,84.497816593886,18.181818181818,0.0,,0.0,0.47120418848167533,0.8181818181818182,0.31413612565445026,3.7172774869109944,1.9895287958115182,2.513089005235602,1.3089005235602094,0.7329842931937173,0.0,0.0,0.36649214659685864,0.10471204188481674,0.36649214659685864,0.0,0.10471204188481674,0.10471204188481674,True,80.0,13.0,44.0,86.0,13.0,11.0,44.3,11.0,True
Lorenzo Lucca,10.39974382147193,2.0794236846268177,13.17097847536206,81.0,12.0,69.0,80.0,13.0,2.0,9.0,16.0,16.0,55.0,10.0,68.0,38.0,69.0,18.0,884.0,13.0,1,32.0,30.6,24.0,ITA-Serie A,Napoli,FW,2,8000000.0,0.0,,63.0,54.0,80.0,81.0,70.0,81.0,79.0,ST,75.0,79.0,44.579124579124496,41.629213483146,71.826371826372,12.56410256410235,0.3249919944209978,0.12839189903051765,2.53125,2.15625,0.8625,0.5,1.71875,0.3125,2.125,2.15625,1.1875,0.06498199014458805,0.4115930773550644,0.5,0.0625,0.5625,1.6002561785280704,0.40625,0.4375,True,49.0,67.0,25.0,69.0,16.0,11.0,44.2,11.0,False
Isaac Romero,12.233524564653635,3.673023857176304,18.51429484691471,95.0,8.0,70.0,95.0,6.0,7.0,21.0,34.0,35.0,120.0,29.0,61.0,93.0,53.0,31.0,1536.0,8.0,2,40.5,40.5,25.0,ESP-La Liga,Sevilla,"FW,MF",2,5500000.0,12000000.0,2028.0,83.0,81.0,73.0,74.0,66.0,74.0,74.0,ST,74.0,77.0,38.828397212544004,32.4735612395475,72.787220309811,8.581752484191501,0.3020623349297194,0.12877394278582774,2.345679012345679,1.728395061728395,0.7368421052631579,0.8641975308641975,2.962962962962963,0.7160493827160493,1.5061728395061729,1.308641975308642,2.2962962962962963,0.09069194709077294,0.45714308263986936,0.8395061728395061,0.1728395061728395,0.7654320987654321,-4.233524564653635,0.19753086419753085,0.24691358024691357,True,29.0,45.0,71.0,36.0,31.0,53.0,44.2,29.0,False
