player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Diego López,10.404101319611073,8.01228721998632,25.150693275034428,72.0,12.0,54.0,72.0,11.0,15.0,10.0,55.0,33.0,184.0,53.0,66.0,45.0,39.0,36.0,2173.0,12.0,6,50.0,50.0,23.0,ESP-La Liga,Valencia,"MF,FW",2,16000000.0,34800000.0,2029.0,83.0,84.0,76.0,60.0,66.0,59.0,76.0,LW,77.0,82.0,27.123287671233,43.6591315661085,76.1612364243945,16.233766233765998,0.20808202639222145,0.14450140721682045,1.44,1.08,0.75,0.66,3.68,1.06,1.32,0.78,0.9,0.1602457443997264,0.5030138655006886,1.1,0.3,0.72,1.5958986803889275,0.24,0.36,True,59.0,22.0,67.0,49.0,56.0,55.0,49.9,22.0,False
Jeff Ekhator,4.515214305371046,2.243360203690827,7.192193451337516,30.0,4.0,26.0,30.0,4.0,3.0,5.0,21.0,16.0,64.0,19.0,32.0,26.0,42.0,16.0,645.0,4.0,1,19.1,19.1,18.0,ITA-Serie A,Genoa,"FW,MF",2,2200000.0,4400000.0,2029.0,69.0,69.0,68.0,56.0,58.0,65.0,67.0,ST,67.0,78.0,39.880952380951996,42.931547619048004,65.09119834252101,12.5,0.23639865473146837,0.1505071435123682,1.5706806282722512,1.3612565445026177,0.8666666666666667,0.8376963350785339,3.3507853403141357,0.9947643979057591,1.6753926701570678,2.1989528795811517,1.3612565445026177,0.11745341380580245,0.37655463096007935,1.0994764397905759,0.15706806282722513,0.8376963350785339,-0.5152143053710461,0.20942408376963348,0.2617801047120419,True,46.0,40.0,77.0,60.0,33.0,24.0,49.9,24.0,True
André Silva,10.093296906910837,2.6638588048517704,13.2611899971962,79.0,7.0,60.0,79.0,12.0,3.0,11.0,30.0,18.0,73.0,17.0,43.0,48.0,38.0,15.0,1087.0,12.0,0,26.2,24.7,29.0,GER-Bundesliga,Werder Bremen,FW,2,7500000.0,16500000.0,2030.0,72.0,74.0,75.0,77.0,76.0,79.0,77.0,ST,76.0,76.0,39.523809523809504,35.598881466522,75.700196163906,13.31738437001605,0.3852403399584289,0.12776325198621313,3.0152671755725193,2.290076335877863,0.759493670886076,0.6870229007633588,2.786259541984733,0.648854961832061,1.6412213740458015,1.450381679389313,1.83206106870229,0.10167400018518208,0.5061522899693206,1.1450381679389314,0.11450381679389313,0.5725190839694657,-3.0932969069108367,0.4580152671755725,0.4580152671755725,True,44.0,68.0,56.0,44.0,40.0,24.0,49.7,24.0,False
Ferran Jutglà,6.59795877058059,1.5541915334761145,8.991645194590092,45.0,9.0,32.0,45.0,7.0,2.0,8.0,16.0,10.0,51.0,12.0,30.0,20.0,17.0,21.0,742.0,9.0,3,18.4,18.4,26.0,ESP-La Liga,Celta Vigo,FW,1,6000000.0,12600000.0,2029.0,76.0,79.0,74.0,79.0,77.0,67.0,77.0,ST,75.0,75.0,35.416666666667,44.055944055944,77.884615384615,20.0,0.3585847157924234,0.146621306012902,2.4456521739130435,1.7391304347826089,0.7111111111111111,0.5434782608695653,2.7717391304347827,0.6521739130434783,1.6304347826086958,0.923913043478261,1.0869565217391306,0.08446693116718014,0.4886763692712007,0.8695652173913044,0.10869565217391305,1.1413043478260871,2.4020412294194102,0.48913043478260876,0.6521739130434783,True,63.0,49.0,42.0,60.0,32.0,47.0,49.4,32.0,True
Ludovic Blas,8.804372894577682,12.616297917440534,27.24707326013595,104.0,9.0,63.0,104.0,10.0,19.0,7.0,95.0,29.0,171.0,59.0,81.0,73.0,18.0,71.0,2459.0,11.0,12,42.7,42.7,27.0,FRA-Ligue 1,Rennes,"MF,FW",2,8000000.0,15200000.0,2027.0,72.0,77.0,74.0,63.0,80.0,56.0,72.0,CAM,76.0,76.0,25.636363636363498,44.683681513599,82.3312042398065,10.582306830907001,0.20619140268331806,0.08465743167863156,2.4355971896955504,1.4754098360655736,0.6057692307692307,0.6791569086651054,4.004683840749414,1.3817330210772834,1.8969555035128804,0.42154566744730676,1.7096018735362997,0.2954636514623076,0.6381047601905374,2.2248243559718968,0.4449648711943794,1.6627634660421544,0.19562710542231798,0.2576112412177986,0.5386416861826697,True,20.0,24.0,75.0,51.0,87.0,46.0,49.3,20.0,False
Umar Sadiq,9.937382891774178,2.6081899544224143,13.901222299784422,55.0,9.0,40.0,54.0,8.0,4.0,12.0,17.0,11.0,51.0,20.0,38.0,64.0,59.0,31.0,883.0,9.0,2,23.5,19.299999999999997,28.0,ESP-La Liga,Valencia,FW,2,7500000.0,15800000.0,2028.0,81.0,79.0,76.0,88.0,67.0,78.0,75.0,ST,76.0,76.0,42.763157894737,33.870381586917006,68.5689530312435,16.896551724138,0.42286735709677353,0.18067968894134867,2.3404255319148937,1.702127659574468,0.7407407407407407,0.46808510638297873,2.1702127659574466,0.851063829787234,1.6170212765957446,2.5106382978723403,2.723404255319149,0.11098680657116657,0.5915413744589115,0.723404255319149,0.1702127659574468,1.3191489361702127,-0.9373828917741776,0.3829787234042553,0.46808510638297873,True,71.0,55.0,34.0,42.0,39.0,59.0,49.2,34.0,True
Adam Hložek,7.040362112224102,2.8081529047340155,12.762904856353998,62.0,8.0,41.0,62.0,7.0,7.0,6.0,22.0,14.0,67.0,22.0,31.0,40.0,43.0,33.0,890.0,8.0,4,21.3,21.3,23.0,GER-Bundesliga,Hoffenheim,"FW,MF",2,17000000.0,32300000.0,2029.0,78.0,78.0,77.0,83.0,76.0,72.0,75.0,ST,77.0,83.0,58.641975308642,37.352071005917,76.3560763560765,6.779661016949,0.33053343249878414,0.11355422761651777,2.9107981220657275,1.9248826291079812,0.6612903225806451,0.6572769953051643,3.1455399061032865,1.0328638497652582,1.4553990610328638,2.0187793427230045,1.8779342723004695,0.13183816454150307,0.5991974110964318,1.0328638497652582,0.32863849765258213,1.5492957746478873,0.959637887775898,0.3755868544600939,0.5633802816901409,True,23.0,49.0,62.0,52.0,57.0,56.0,49.2,23.0,True
Santiago Giménez,7.488227516412735,2.2332468405365944,10.198568377643824,50.0,5.0,45.0,50.0,5.0,4.0,11.0,10.0,5.0,28.0,13.0,19.0,12.0,13.0,10.0,470.0,5.0,3,17.3,17.3,24.0,ITA-Serie A,Milan,FW,2,27000000.0,47900000.0,2029.0,78.0,77.0,81.0,68.0,78.0,80.0,84.0,ST,79.0,84.0,32.487922705314,40.1471157568715,80.72403937758,10.8695652173915,0.43284552117992686,0.1497645503282547,2.890173410404624,2.6011560693641615,0.9,0.2890173410404624,1.6184971098265895,0.7514450867052023,1.0982658959537572,0.7514450867052023,0.6936416184971098,0.12908941274778002,0.5895126229851921,0.5780346820809248,0.23121387283236994,0.5780346820809248,-2.488227516412735,0.2890173410404624,0.4624277456647399,True,56.0,85.0,15.0,42.0,48.0,37.0,49.1,15.0,True
Toni Martínez,0.0,0.0,0.0,0.0,0.0,104.0,139.0,14.0,6.0,14.0,35.0,33.0,115.0,40.0,50.0,47.0,258.0,26.0,1553.0,18.0,3,41.4,41.4,28.0,ESP-La Liga,Alavés,FW,2,11000000.0,24200000.0,2028.0,78.0,74.0,78.0,83.0,69.0,76.0,77.0,ST,77.0,77.0,54.3096269153895,47.430441898527,59.3847357100955,11.8747078073865,0.0,,0.0,2.5120772946859904,0.7482014388489209,0.7971014492753623,2.7777777777777777,0.9661835748792271,1.2077294685990339,6.231884057971015,1.1352657004830917,0.0,0.0,0.8454106280193237,0.14492753623188406,0.6280193236714976,0.0,0.43478260869565216,0.5072463768115942,True,48.0,47.0,69.0,67.0,11.0,36.0,49.0,11.0,False
Esteban Lepaul,20.019486765377223,4.5347989816218615,25.130308160558343,128.0,27.0,109.0,128.0,30.0,4.0,14.0,30.0,21.0,102.0,18.0,33.0,28.0,78.0,15.0,1350.0,30.0,5,47.900000000000006,46.0,25.0,FRA-Ligue 1,Angers,FW,2,23500000.0,46400000.0,2029.0,76.0,77.0,83.0,71.0,80.0,76.0,83.0,ST,79.0,82.0,43.506411868242,36.206896551724,73.6840759118115,23.044575273339,0.4179433562709232,0.15640224035450956,2.6722338204592897,2.275574112734864,0.8515625,0.43841336116910223,2.1294363256784967,0.3757828810020876,0.6889352818371607,1.6283924843423798,0.5845511482254696,0.09467221255995534,0.5246410889469382,0.626304801670146,0.0835073068893528,0.313152400835073,6.9805132346227765,0.626304801670146,0.7306889352818371,True,80.0,76.0,24.0,39.0,28.0,25.0,48.9,24.0,False
Dženan Pejčinović,8.291429496370256,1.645487703382969,9.861923123709856,51.0,8.0,41.0,50.0,7.0,3.0,6.0,13.0,9.0,32.0,10.0,7.0,8.0,51.0,4.0,606.0,8.0,0,16.2,16.2,20.0,GER-Bundesliga,Wolfsburg,FW,1,4700000.0,8900000.0,2029.0,67.0,67.0,76.0,68.0,68.0,72.0,74.0,ST,72.0,79.0,36.95652173913,33.870967741935,67.801047120419,16.0,0.5118166355784108,0.1625770489484364,3.1481481481481484,2.5308641975308643,0.82,0.5555555555555556,1.9753086419753088,0.617283950617284,0.4320987654320988,3.1481481481481484,0.4938271604938272,0.10157331502364006,0.6087606866487566,0.8024691358024691,0.1851851851851852,0.2469135802469136,-0.29142949637025595,0.4938271604938272,0.4938271604938272,True,64.0,83.0,36.0,29.0,39.0,6.0,48.5,6.0,True
Mathys Tel,4.864642482250929,5.921139447018504,11.291438756510615,58.0,5.0,43.0,58.0,5.0,10.0,5.0,44.0,19.0,110.0,35.0,39.0,53.0,20.0,54.0,1240.0,6.0,2,27.9,25.1,20.0,ENG-Premier League,Tottenham,FW,2,23500000.0,49400000.0,2031.0,86.0,85.0,79.0,67.0,74.0,70.0,77.0,ST,77.0,85.0,33.868092691621996,42.0925366193905,77.059470127534,10.062111801242,0.17435994560039172,0.08387314624570567,2.078853046594982,1.5412186379928317,0.7413793103448276,0.6810035842293907,3.9426523297491043,1.2544802867383513,1.3978494623655915,0.7168458781362007,1.899641577060932,0.2122272203232439,0.40471106654159916,1.5770609318996416,0.35842293906810035,1.935483870967742,0.13535751774907112,0.21505376344086022,0.28673835125448033,True,25.0,29.0,73.0,42.0,65.0,79.0,48.3,25.0,False
Marvin Ducksch,8.931332174688578,10.059994157403708,19.355842046439648,71.0,7.0,52.0,72.0,6.0,17.0,11.0,62.0,15.0,65.0,10.0,17.0,11.0,20.0,7.0,1150.0,8.0,8,26.9,26.9,30.0,GER-Bundesliga,Werder Bremen,FW,1,,,,,,,,,,,,,,40.816326530612,46.478873239437,70.580110497238,11.111111111111,0.33201978344567207,0.12579341091110674,2.639405204460967,1.933085501858736,0.7222222222222222,0.5576208178438662,2.41635687732342,0.3717472118959108,0.6319702602230484,0.7434944237918216,0.4089219330855019,0.37397747797039804,0.719548031466158,2.304832713754647,0.6319702602230484,0.26022304832713755,-1.9313321746885777,0.29739776951672864,0.5947955390334573,True,37.0,52.0,37.0,52.0,86.0,6.0,48.2,6.0,False
Elias Saad,3.108835080638528,1.8048034301027656,5.423225903883576,32.0,3.0,19.0,33.0,3.0,1.0,3.0,26.0,18.0,70.0,35.0,36.0,47.0,14.0,31.0,806.0,3.0,2,15.5,15.5,25.0,GER-Bundesliga,Augsburg,"MF,FW",2,,,,,,,,,,,,,,35.9801488833745,44.826767916469,79.756969478491,5.769230769231,0.20057000520248566,0.097151096269954,2.064516129032258,1.2258064516129032,0.5757575757575758,1.1612903225806452,4.516129032258065,2.2580645161290325,2.3225806451612905,0.9032258064516129,3.032258064516129,0.11643893097437197,0.3498855421860372,1.6774193548387097,0.06451612903225806,2.0,-0.10883508063852787,0.1935483870967742,0.3225806451612903,True,10.0,17.0,97.0,58.0,42.0,92.0,48.1,10.0,True
Tijjani Noslin,6.9757321095094085,3.986995516344905,13.742203866131604,54.0,6.0,42.0,54.0,6.0,3.0,6.0,28.0,10.0,54.0,13.0,38.0,31.0,48.0,25.0,987.0,6.0,4,22.4,22.4,26.0,ITA-Serie A,Lazio,"MF,FW",2,5500000.0,9800000.0,2029.0,78.0,79.0,74.0,69.0,77.0,74.0,72.0,ST,74.0,77.0,44.275862068965495,42.5685425685425,79.5044413277235,10.977443609022501,0.31141661203167004,0.12918022425017422,2.410714285714286,1.8750000000000002,0.7777777777777778,0.44642857142857145,2.410714285714286,0.5803571428571429,1.6964285714285716,2.142857142857143,1.3839285714285716,0.17799087126539756,0.6134912440237323,1.25,0.13392857142857142,1.1160714285714286,-0.9757321095094085,0.26785714285714285,0.44642857142857145,True,37.0,52.0,30.0,63.0,61.0,50.0,48.1,30.0,True
Sirlord Conteh,4.916845285333693,2.8863904494792223,8.768560986034572,23.0,3.0,20.0,23.0,3.0,2.0,5.0,22.0,2.0,34.0,16.0,21.0,10.0,25.0,9.0,560.0,3.0,2,16.8,16.8,29.0,GER-Bundesliga,Heidenheim,"MF,FW",2,1400000.0,2500000.0,2027.0,95.0,94.0,68.0,60.0,60.0,58.0,71.0,RW,69.0,69.0,39.5299145299145,50.8440913604765,71.5928515928515,13.84615384615385,0.2926693622222436,0.21377588197103012,1.369047619047619,1.1904761904761905,0.8695652173913043,0.11904761904761904,2.0238095238095237,0.9523809523809523,1.25,1.4880952380952381,0.5952380952380952,0.17180895532614418,0.5219381539306293,1.3095238095238095,0.11904761904761904,0.5357142857142857,-1.916845285333693,0.17857142857142858,0.2976190476190476,True,64.0,39.0,16.0,65.0,52.0,73.0,47.9,16.0,True
Benedict Hollerbach,12.059562921524048,4.27213828265667,17.230121972039342,98.0,10.0,70.0,92.0,7.0,6.0,11.0,30.0,27.0,139.0,56.0,56.0,124.0,46.0,52.0,1642.0,9.0,4,37.9,37.9,24.0,GER-Bundesliga,Mainz 05,"FW,MF",2,8000000.0,14200000.0,2029.0,85.0,87.0,78.0,71.0,70.0,63.0,72.0,ST,75.0,79.0,29.4705469845725,35.5483565107455,72.3451707801635,7.987012987012751,0.3181942723357269,0.12305676450534743,2.5857519788918206,1.8469656992084433,0.7608695652173914,0.712401055408971,3.66754617414248,1.4775725593667546,1.4775725593667546,1.2137203166226913,3.271767810026385,0.11272132671917334,0.45462063250763435,0.79155672823219,0.158311345646438,1.3720316622691293,-2.059562921524048,0.237467018469657,0.34300791556728233,True,31.0,52.0,75.0,30.0,34.0,75.0,47.8,30.0,False
Orri Steinn Óskarsson,12.950409445911646,0.6480291346088052,13.214215893298388,46.0,12.0,41.0,46.0,12.0,2.0,15.0,10.0,7.0,27.0,13.0,13.0,17.0,47.0,5.0,530.0,12.0,0,19.8,19.8,20.0,ESP-La Liga,Real Sociedad,FW,2,6500000.0,15000000.0,2030.0,74.0,73.0,74.0,76.0,66.0,74.0,76.0,ST,74.0,80.0,39.644877435575,36.9047619047615,59.289450741064,24.561403508772003,0.6540610831268507,0.28153064012851403,2.323232323232323,2.0707070707070705,0.8913043478260869,0.35353535353535354,1.3636363636363635,0.6565656565656566,0.6565656565656566,2.3737373737373737,0.8585858585858586,0.03272874417216188,0.6673846410756761,0.5050505050505051,0.10101010101010101,0.25252525252525254,-0.9504094459116459,0.6060606060606061,0.6060606060606061,True,85.0,81.0,16.0,36.0,24.0,17.0,47.6,16.0,True
Benjamin Šeško,21.831699727103114,3.139570949599147,29.08351274393499,129.0,22.0,98.0,129.0,21.0,5.0,22.0,28.0,16.0,100.0,12.0,26.0,85.0,134.0,49.0,1569.0,24.0,6,44.7,44.7,22.0,ENG-Premier League,Manchester Utd,FW,2,43000000.0,90300000.0,2030.0,86.0,82.0,81.0,83.0,77.0,82.0,81.0,ST,80.0,87.0,55.1348055818995,30.2651515151515,68.5869411547205,18.575216972035,0.4884049155951479,0.1692379823806443,2.885906040268456,2.192393736017897,0.7596899224806202,0.35794183445190153,2.237136465324385,0.2684563758389262,0.5816554809843401,2.9977628635346756,1.901565995525727,0.07023648656821357,0.6506378689918342,0.6263982102908277,0.11185682326621924,1.0961968680089484,0.16830027289688587,0.5369127516778524,0.6711409395973154,True,77.0,72.0,17.0,29.0,30.0,66.0,47.4,17.0,False
Phillip Tietz,16.703679435886443,3.402162378653884,23.016828753054142,102.0,12.0,85.0,104.0,13.0,5.0,23.0,44.0,21.0,104.0,19.0,37.0,50.0,173.0,27.0,1556.0,13.0,4,38.8,36.599999999999994,28.0,GER-Bundesliga,Mainz 05,FW,2,3300000.0,5600000.0,2028.0,59.0,64.0,73.0,84.0,72.0,78.0,76.0,ST,73.0,73.0,47.27078506304,34.0928093645485,60.363467309074,12.5,0.4305072019558362,0.1637615630969259,2.6288659793814433,2.1907216494845363,0.8173076923076923,0.5412371134020619,2.680412371134021,0.4896907216494846,0.9536082474226805,4.458762886597938,1.288659793814433,0.0876845973879867,0.5932172359034573,1.1340206185567012,0.1288659793814433,0.6958762886597939,-4.703679435886443,0.3350515463917526,0.43814432989690727,True,54.0,73.0,39.0,40.0,36.0,16.0,47.3,16.0,False
Andrej Ilic,15.265192305669188,5.095585748553276,17.641160069033504,98.0,11.0,94.0,100.0,11.0,7.0,18.0,36.0,13.0,66.0,6.0,40.0,45.0,223.0,8.0,1128.0,12.0,10,35.5,35.5,25.0,GER-Bundesliga,Union Berlin,FW,2,5500000.0,10300000.0,2027.0,71.0,70.0,73.0,84.0,67.0,79.0,77.0,ST,74.0,76.0,47.039199332777,27.155887230514,56.6335094041565,15.9722222222222,0.4300054170611039,0.1557672684251958,2.76056338028169,2.647887323943662,0.94,0.36619718309859156,1.8591549295774648,0.16901408450704225,1.1267605633802817,6.28169014084507,1.267605633802817,0.1435376267198106,0.496934086451648,1.0140845070422535,0.19718309859154928,0.22535211267605634,-4.2651923056691885,0.3380281690140845,0.6197183098591549,True,59.0,87.0,13.0,42.0,43.0,11.0,47.1,11.0,False
Patrick Cutrone,11.315783019177616,3.544628858566284,14.928557195700705,94.0,8.0,73.0,95.0,7.0,7.0,13.0,22.0,29.0,75.0,22.0,44.0,31.0,33.0,13.0,1087.0,8.0,4,32.6,32.6,27.0,ITA-Serie A,Parma,FW,2,,,,,,,,,,,,,,29.304029304029,48.75581811672,70.30058177117,7.0,0.34710990856373053,0.12038067041678314,2.8834355828220857,2.2392638036809815,0.7684210526315789,0.8895705521472392,2.3006134969325154,0.6748466257668712,1.3496932515337423,1.0122699386503067,0.950920245398773,0.10873094658178785,0.4579312023221075,0.6748466257668712,0.21472392638036808,0.3987730061349693,-3.3157830191776156,0.24539877300613497,0.36809815950920244,True,21.0,65.0,64.0,56.0,34.0,13.0,47.0,13.0,False
Alieu Fadera,4.15930631570518,4.2342111226171255,13.169950956478715,41.0,3.0,26.0,41.0,3.0,7.0,3.0,31.0,22.0,147.0,100.0,86.0,53.0,19.0,37.0,1487.0,3.0,4,29.3,29.3,23.0,ITA-Serie A,Sassuolo,FW,2,3000000.0,0.0,,82.0,80.0,64.0,67.0,69.0,53.0,63.0,RM,71.0,77.0,39.335664335664,48.8991359255565,77.8681993641265,9.4780219780218,0.14195584695239521,0.1014464955050044,1.3993174061433447,0.8873720136518771,0.6341463414634146,0.7508532423208191,5.017064846416382,3.41296928327645,2.9351535836177476,0.6484641638225256,1.8088737201365188,0.14451232500399747,0.4494863807671916,1.0580204778156996,0.23890784982935154,1.2627986348122866,-1.1593063157051802,0.10238907849829351,0.23890784982935154,True,15.0,9.0,88.0,72.0,50.0,60.0,46.9,9.0,False
Félix Lemaréchal,4.985542230308056,3.992255337536335,16.383056219667196,35.0,4.0,25.0,35.0,3.0,7.0,5.0,36.0,14.0,87.0,52.0,18.0,33.0,18.0,36.0,1381.0,4.0,5,26.0,26.0,21.0,FRA-Ligue 1,Strasbourg,"MF,FW",2,,,,,,,,,,,,,,46.5201465201465,45.9756926738055,79.528872211799,8.0,0.19175162424261755,0.14244406372308732,1.3461538461538463,0.9615384615384616,0.7142857142857143,0.5384615384615384,3.3461538461538463,2.0,0.6923076923076923,0.6923076923076923,1.2692307692307692,0.15354828221293595,0.6301175469102768,1.3846153846153846,0.2692307692307692,1.3846153846153846,-0.9855422303080559,0.15384615384615385,0.34615384615384615,True,38.0,16.0,59.0,51.0,68.0,76.0,46.9,16.0,False
Sebastiano Esposito,9.69878981122747,7.936825801152736,21.28775025298819,118.0,13.0,70.0,118.0,14.0,14.0,3.0,107.0,39.0,199.0,113.0,112.0,81.0,48.0,46.0,2861.0,15.0,5,55.599999999999994,55.599999999999994,23.0,ITA-Serie A,Empoli,"FW,MF",2,11500000.0,0.0,,75.0,76.0,77.0,61.0,71.0,65.0,77.0,CAM,75.0,82.0,37.693631669535506,49.4235687319865,69.6808368869935,12.6977279263735,0.17443866566955885,0.08219313399345314,2.1223021582733814,1.2589928057553958,0.5932203389830508,0.7014388489208634,3.5791366906474824,2.0323741007194247,2.0143884892086334,0.8633093525179857,1.4568345323741008,0.14274866548835857,0.38287320598899627,1.9244604316546765,0.2517985611510792,0.827338129496403,3.3012101887725294,0.26978417266187055,0.3597122302158274,True,30.0,17.0,76.0,68.0,51.0,36.0,46.8,17.0,False
Marco Grüll,8.439142800867558,4.379160261712968,17.434694648720324,68.0,9.0,46.0,68.0,9.0,5.0,6.0,44.0,24.0,122.0,50.0,58.0,69.0,21.0,34.0,1678.0,9.0,2,35.4,35.4,27.0,GER-Bundesliga,Werder Bremen,"FW,MF",2,4600000.0,7800000.0,2027.0,79.0,84.0,74.0,72.0,69.0,54.0,73.0,LM,74.0,74.0,30.288461538461497,41.0879547862945,78.6558659461345,15.48837209302325,0.23839386443128693,0.12410504118922878,1.92090395480226,1.2994350282485876,0.6764705882352942,0.6779661016949153,3.446327683615819,1.4124293785310735,1.6384180790960452,0.5932203389830508,1.9491525423728815,0.12370509213878442,0.4925054985514216,1.2429378531073447,0.14124293785310735,0.96045197740113,0.5608571991324425,0.2542372881355932,0.3107344632768362,True,45.0,27.0,71.0,42.0,48.0,54.0,46.8,27.0,False
Phil Harres,6.069004004821181,1.687046148814261,8.803555831313133,37.0,8.0,33.0,37.0,6.0,2.0,9.0,10.0,9.0,40.0,10.0,20.0,24.0,54.0,5.0,528.0,8.0,1,17.2,17.2,22.0,GER-Bundesliga,Holstein Kiel,FW,1,,,,,,,,,,,,,,43.548387096774,32.710280373832,56.420233463035,21.621621621622,0.35284907004774313,0.16402713526543733,2.1511627906976747,1.9186046511627908,0.8918918918918919,0.5232558139534884,2.3255813953488373,0.5813953488372093,1.1627906976744187,3.1395348837209305,1.3953488372093024,0.09808407841943378,0.5118346413554148,0.5813953488372093,0.11627906976744186,0.29069767441860467,1.9309959951788187,0.46511627906976744,0.5232558139534884,True,80.0,64.0,34.0,39.0,26.0,8.0,46.8,8.0,True
Keito Nakamura,9.232945438474417,3.226258029229939,16.374792762100697,85.0,11.0,59.0,84.0,10.0,5.0,7.0,25.0,24.0,116.0,24.0,8.0,43.0,7.0,30.0,1197.0,11.0,2,29.4,29.4,24.0,FRA-Ligue 1,Reims,"MF,FW",1,,,,,,,,,,,,,,33.333333333333,31.632653061224,77.903682719547,13.095238095238,0.31404576321341554,0.10862288751146372,2.8911564625850343,2.0068027210884356,0.7023809523809523,0.8163265306122449,3.9455782312925174,0.8163265306122449,0.272108843537415,0.2380952380952381,1.4625850340136055,0.10973666766088229,0.5569657402075067,0.8503401360544218,0.17006802721088435,1.0204081632653061,1.7670545615255833,0.3741496598639456,0.44217687074829937,True,34.0,52.0,78.0,16.0,43.0,57.0,46.5,16.0,False
Mohammed Kudus,9.584542420692742,6.3048063749447465,20.94256515800953,101.0,7.0,69.0,101.0,6.0,7.0,10.0,56.0,28.0,233.0,67.0,79.0,147.0,22.0,144.0,2439.0,7.0,8,45.900000000000006,45.900000000000006,24.0,ENG-Premier League,Tottenham,"MF,FW",2,33500000.0,66200000.0,2031.0,89.0,91.0,76.0,78.0,81.0,55.0,78.0,LM,81.0,83.0,29.749830966869503,42.811671087533,87.72127133635601,7.1794871794872,0.20881356036367626,0.09489645961081923,2.200435729847494,1.503267973856209,0.6831683168316832,0.6100217864923747,5.076252723311546,1.4596949891067537,1.7211328976034856,0.47930283224400866,3.202614379084967,0.1373596160118681,0.4562650361222119,1.2200435729847494,0.15250544662309368,3.137254901960784,-2.584542420692742,0.15250544662309368,0.326797385620915,True,18.0,29.0,72.0,45.0,51.0,93.0,46.3,18.0,False
Marvin Pieringer,12.276366731151938,7.3004549611359835,19.575819078832865,92.0,7.0,71.0,92.0,11.0,12.0,16.0,46.0,19.0,107.0,43.0,73.0,43.0,139.0,32.0,1625.0,11.0,5,42.8,42.8,25.0,GER-Bundesliga,Heidenheim,"FW,MF",2,3700000.0,6900000.0,2027.0,65.0,63.0,73.0,83.0,75.0,76.0,75.0,ST,73.0,74.0,42.8067806780675,46.982683605987,67.40050267197,12.0833333333335,0.28683099839140047,0.1334387688168689,2.149532710280374,1.6588785046728973,0.7717391304347826,0.44392523364485986,2.5,1.0046728971962617,1.705607476635514,3.2476635514018692,1.0046728971962617,0.17057137759663513,0.45737895044002025,1.074766355140187,0.28037383177570097,0.7476635514018692,-5.276366731151938,0.25700934579439255,0.3738317757009346,True,41.0,44.0,36.0,73.0,51.0,17.0,46.2,17.0,False
Daniel Mosquera,8.264279957860708,2.847558567300439,12.100528923794625,73.0,5.0,63.0,73.0,4.0,4.0,7.0,18.0,13.0,75.0,16.0,23.0,32.0,98.0,23.0,793.0,5.0,3,21.9,21.9,25.0,ITA-Serie A,Hellas Verona,FW,2,2500000.0,4700000.0,2028.0,69.0,64.0,77.0,82.0,70.0,73.0,70.0,ST,71.0,74.0,38.0655770380705,31.462858675248,71.4342502782635,4.3859649122807,0.37736438163747527,0.11320931449124258,3.3333333333333335,2.8767123287671237,0.863013698630137,0.5936073059360731,3.4246575342465757,0.7305936073059361,1.0502283105022832,4.474885844748859,1.4611872146118723,0.13002550535618443,0.5525355672965583,0.8219178082191781,0.18264840182648404,1.0502283105022832,-3.2642799578607082,0.22831050228310504,0.36529680365296807,True,21.0,81.0,54.0,30.0,43.0,25.0,46.0,21.0,True
Brian Brobbey,7.111885398626328,1.5084331054240463,9.288086591288447,36.0,7.0,34.0,36.0,7.0,2.0,12.0,15.0,6.0,44.0,9.0,37.0,29.0,65.0,2.0,538.0,7.0,1,21.4,21.4,23.0,ENG-Premier League,Sunderland,FW,1,17000000.0,35700000.0,2030.0,84.0,82.0,75.0,94.0,78.0,71.0,82.0,ST,77.0,83.0,46.762589928058,38.211382113821,72.0,19.444444444444,0.33233109339375366,0.19755237218406468,1.6822429906542058,1.5887850467289721,0.9444444444444444,0.28037383177570097,2.0560747663551404,0.42056074766355145,1.7289719626168225,3.0373831775700935,1.355140186915888,0.07048752829084329,0.43402273791067514,0.7009345794392524,0.09345794392523366,0.09345794392523366,-0.1118853986263284,0.3271028037383178,0.3738317757009346,True,77.0,57.0,13.0,60.0,21.0,41.0,45.8,13.0,True
